# Polysun weather profile generated by hostrada4py from HOSTRADA data
# Columns: Global radiation [Wh/m2], Diffuse radiation [Wh/m2], Long-wave irradiation [Wh/m2], Ambient temperature [degC], Wind speed [m/s], Relative humidity [%]
# Location: HOSTRADA, lat=52.521918, lon=13.413215
Gh,Dh,Lh,Tamb,Vwnd,Hrel
0,0,183.403,6.5,4.6,74.2
0,0,183.04,6.2,3.8,76.9
29.8,29.3388,184.927,6.1,4,84
78.7,76.6726,190.702,7.1,4.3,88.3
121.5,115.838,198.562,9.1,4.8,84.4
152.1,140.526,202.765,10.6,6,76.6
86.7,85.1957,203.981,11.2,5.1,72.5
60.8,59.9365,204.782,11.5,4.2,71
23.1,22.9225,203.756,11,3.6,74.3
25.8,25.2626,204.816,10.9,3.4,78.3
1,1,206.163,11.2,3.4,78.1
0,0,205.327,11,3.4,78.4
0,0,203.662,10.4,2,81.6
0,0,204.892,10.3,2.6,86.5
0,0,203.179,9.7,2.7,89.9
0,0,204.172,10,2.9,88.6
0,0,202.698,9.8,2.8,87
0,0,198.984,8.9,2.6,88.5
0,0,199.864,9,3.2,89.8
0,0,198.133,8.8,2.8,87.3
0,0,194.855,8.3,2.6,84.3
0,0,191.524,7.5,2.3,85.2
0,0,191.33,7.4,2.7,86
0,0,189.153,6.9,3.1,86.2
0,0,189.379,7,2.5,85.5
0,0,187.726,6.6,2.1,85.9
17.3,17.149,189.435,6.9,2,87.1
39.1,38.6726,190.753,7.3,1.3,85.6
61.8,60.9813,192.257,7.8,2,83.3
113.4,110.642,194.119,8.3,1.2,82.1
112.4,109.574,196.237,8.9,2.3,80.3
47.6,47.0791,194.274,8.5,1.9,79.9
56.4,55.3658,193.264,7.8,1.5,86.4
32,30.9551,194.941,7.7,1.5,93.3
2.2,2.2,195.132,7.6,1.7,95.5
0,0,195.022,7.5,2,96.7
0,0,195.166,7.5,2.2,97.2
0,0,194.651,7.4,1.9,97
0,0,194.622,7.4,2,96.9
0,0,193.253,7.1,2.2,96.9
0,0,191.212,6.7,2,96.1
0,0,188.853,6.2,2.3,95.7
0,0,187.1,5.8,2.8,95.8
0,0,185.55,5.5,3.3,95
0,0,184.97,5.4,2.9,94.5
0,0,185.382,5.5,2.8,94.4
0,0,185.795,5.6,2.5,94.3
0,0,186.123,5.7,1.9,93.9
0,0,188.061,6.3,2.9,91.4
0,0,189.266,6.8,3.6,88
23.1,22.8385,190.785,7.3,3.9,85.7
91.3,87.8166,192.52,7.8,3.7,84.1
91.5,89.7298,195.349,8.6,4.4,81.7
58.3,57.6513,193.945,8.1,4.5,84.3
125.9,121.494,200.525,9.4,5,86.1
189.7,133.936,203.272,10.7,6,76.7
106.2,92.8955,198.047,10.3,6,68.2
30.4,29.6776,194.891,9.8,6.9,66.1
1,1,191.1,8.8,7.1,67.8
0,0,190.79,8.5,5.5,70.4
0,0,188.478,7.8,5.1,72.5
0,0,190.585,8.1,4.5,74.6
0,0,190.658,8.1,4.5,74.8
0,0,190.175,8,4.5,74.7
0,0,190.573,8,3.8,75.8
0,0,191.037,8,4.1,77.1
0,0,189.809,7.6,3.6,78.7
0,0,185.506,6.4,2.6,81.7
0,0,182.061,5.3,2.9,86
0,0,181.793,5.1,3,88
0,0,179.123,4.5,2.5,87.7
0,0,177.166,4,2.6,88.3
0,0,176.236,3.7,2.3,89.5
0,0,176.349,3.7,2.8,89.9
22.3,22.0633,179.61,4.6,2.7,87.9
114.3,104.238,182.19,5.5,2.4,83.6
192.9,147.159,184.306,6.2,2.1,80.7
209.3,162.948,187.929,7.2,2.9,78.4
172.6,152.416,188.703,7.5,2.6,76.8
167.2,136.973,191.953,8.3,2.7,75.9
127.3,98.7388,192.528,8.7,2.1,72.6
38.7,36.9109,191.622,8.6,1.8,71.4
1.6,1.6,190.069,8.1,2.1,73.2
0,0,190.548,8.1,2.1,74.5
0,0,189.697,7.7,1.8,77.1
0,0,190.978,7.8,1.7,79.5
0,0,191.461,7.9,1.7,79.6
0,0,191.093,7.6,2.3,82.5
0,0,190.361,7.1,2.3,87.2
0,0,188.09,6.4,4,90
0,0,184.909,5.6,5.4,91.2
0,0,180.325,4.5,3.9,91.9
0,0,180.521,4.5,3.5,92.6
0,0,181.258,4.6,4.2,93.7
0,0,180.853,4.5,4.7,93.8
0,0,182.883,5,4.6,93.3
0,0,180.705,4.7,5.7,90.2
0,0,178.045,4.2,4.9,88.4
28.9,28.5137,177.65,4,4.9,90
103.3,97.6882,177.166,4,5.1,88.3
130,123.636,178.563,4.5,5.1,85.8
186.6,160.636,179.143,4.9,5.8,82.1
191.5,159.941,180.735,5.8,6.4,75.2
175.7,139.865,182.163,6.6,5.8,69.6
131,100.926,180.202,6.5,6,65.6
70.4,45.1722,178.781,6.4,5.5,63.1
2.1,2.1,177.597,6.1,5.6,63.3
0,0,177.854,5.9,5.1,66.1
0,0,178.673,5.8,4.8,69.4
0,0,177.705,5.3,4.7,72.6
0,0,177.499,5,4.1,75.7
0,0,178.09,5.1,3.7,76.2
0,0,175.822,4.5,3.6,77
0,0,175.365,4.2,3.5,79.5
0,0,172.321,3.1,3.1,84.6
0,0,170.132,2.5,3.4,85.6
0,0,167.503,1.7,2.8,87.9
0,0,166.172,1.2,2.6,90.5
0,0,165.883,1,2.2,92.5
0,0,166.695,1.1,2,94.1
0,0,170.816,2.1,2,94.2
0,0,171.33,2.3,2.1,93
10.1,10.0541,172.646,2.7,2.2,91.7
69.6,68.336,174.524,3.3,1.9,89.4
132.2,125.656,175.946,3.8,1.6,87
171.1,154.981,178.023,4.5,2.3,84
162.1,148.852,179.556,5.1,2.6,80.7
140.5,129.018,179.372,5.2,2.6,78.8
72,70.3478,179.636,5.3,2.6,78.3
21.9,21.6021,178.778,5,2.2,79.6
2,2,178.861,4.9,2,81.2
0,0,177.718,4.5,2.3,83
0,0,177.898,4.4,1.9,85
0,0,177.712,4.3,1.7,85.8
0,0,178.503,4.5,1.9,85.6
0,0,177.869,4.4,1.7,84.9
0,0,176.357,4.2,1.9,82.7
0,0,173.201,3.6,1.7,80.6
0,0,171.244,3.5,2.2,75.7
0,0,167.206,2.7,1.7,73.3
0,0,167.793,2.6,1.7,76.4
0,0,168.573,2.8,1.5,76.3
0,0,167.824,2.5,1.6,77.8
0,0,169.12,2.5,1.4,82.1
0,0,169.961,2.5,1.2,85
1,1,170.611,2.5,1.7,87.3
23.3,23.0628,171.357,2.6,1.6,88.5
92.2,89.3692,173.238,3.1,1.3,87.8
145.4,135.383,175.421,3.8,1.3,85.2
159.5,148.782,177.068,4.5,1.2,80.9
119.4,116.459,177.409,4.9,1.3,76.7
86,84.4291,176.488,4.8,1.6,75.2
40.5,40.0222,176.688,4.8,2,75.8
38,36.9924,176.34,4.6,2.4,77.3
2,2,175.721,4.3,1.7,79.3
0,0,175.428,4.2,1.1,79.7
0,0,174.141,3.9,0.8,79.6
0,0,172.321,3.3,1.1,81.8
0,0,172.234,3.1,1.1,84.3
0,0,169.961,2.5,0.6,85
0,0,168.635,2.1,1.3,86.1
0,0,169.975,2.4,0.8,86.5
0,0,167.529,1.6,0.7,89.5
0,0,167.483,1.3,0.9,94
0,0,163.566,0.2,1.2,96.1
0,0,162.561,-0.1,1.5,96.9
0,0,159.815,-0.8,1.1,97
0,0,156.013,-1.8,0.8,97.4
0,0,159.147,-1,0.8,97.5
3,3,153.688,-2.4,0.7,97.3
61.4,58.6799,161.274,-0.4,0.8,96.5
183.7,115.511,170.788,2,1.5,95.7
284.1,111.06,176.038,3.6,1.9,90.3
290.1,142.744,179.002,5,2.4,80.3
237.7,166.03,176.992,5,2.3,74.2
267.2,105.286,177.165,5.7,2.3,66.5
214.2,59.8309,176.364,6.2,2.7,59.3
129.3,21.3345,173.803,5.8,2.6,57.2
23,23,170.065,4.7,2.1,59
0,0,167.51,3.3,1.6,67.1
0,0,167.074,2.5,2,75.4
0,0,166.783,2.1,1.3,79.7
0,0,165.501,1.5,1.4,83.6
0,0,164.646,1.1,1.6,86.3
0,0,162.655,0.5,1.2,87.8
0,0,162.014,0.2,1.7,89.9
0,0,161.223,0,1.6,89.9
0,0,160.178,-0.2,1.8,88.9
0,0,158.263,-0.8,1.2,90.6
0,0,158.27,-0.9,1.1,92.2
0,0,157.614,-1.1,1.2,92.7
0,0,158.417,-0.9,1.5,92.8
0,0,157.541,-1.1,1.4,92.4
2.7,2.7,156.815,-1.3,1.8,92.6
64.3,61.2393,159.026,-0.7,1.8,92.1
190.4,115.819,163.5,0.6,2.3,89.5
297.1,104.122,167.314,1.9,2,84.3
359.7,84.9125,171.722,3.4,2.3,78.5
374.4,69.5914,175.74,4.8,2.3,73
331.9,58.532,178.191,5.8,1.9,68.1
252.5,41.8651,178.575,6.2,2,64.7
142.6,23.529,178.337,6.2,1.9,64.1
21.1,21.1,175.054,5,1.6,68.7
0,0,171.752,3.6,1.3,76
0,0,170.751,3,1.6,80.7
0,0,169.793,2.6,1.5,83
0,0,168.041,2.1,1.7,84
0,0,166.381,1.6,1.9,85.3
0,0,164.809,1.1,0.7,86.9
0,0,162.84,0.6,1.6,87
0,0,162.443,0.4,1.7,88.5
0,0,160.981,-0.1,1.7,90.5
0,0,161.35,0,2.7,90.4
0,0,160.409,-0.2,1.8,89.8
0,0,159.965,-0.3,2,89.6
0,0,159.624,-0.4,1.9,89.8
0,0,160.536,-0.2,1.9,90.3
1,1,164.405,0.8,1.6,89.9
29.9,29.5411,166.8,1.5,2.1,88.3
68,66.8749,169.599,2.2,2.6,88.1
55.1,54.5182,173.294,3.1,3,88
80.3,79.177,174.034,3.4,3.6,86.2
81.2,80.0319,175.655,3.8,4,86
60.3,59.5629,175.814,3.6,4.3,89.5
44.7,44.1534,179.286,4.2,3.9,92.8
22.9,22.624,179.424,4.2,4,93.3
4,4,179.826,4.3,3.7,93.2
0,0,181.064,4.6,3.2,93
0,0,181.357,4.7,2.7,92.5
0,0,181.941,4.9,2.8,91.5
0,0,181.741,4.9,2.4,90.8
0,0,181.626,4.9,2.2,90.4
0,0,180.819,4.7,2.7,90.6
0,0,180.184,4.5,2.3,91.4
0,0,179.008,4.2,2.7,91.8
0,0,179.175,4.2,2.8,92.4
0,0,179.022,4.1,2.5,93.4
0,0,178.092,3.8,2.2,94.7
0,0,178.413,3.8,2.6,95.9
0,0,178.625,3.8,1.9,96.7
0,0,178.572,3.8,2.3,96.5
0.9,0.9,177.985,3.7,1.5,95.9
17.1,16.9858,178.118,3.7,2.2,96.4
64.3,63.3114,179.053,3.9,2.5,96.7
88.8,87.3102,180.831,4.4,2.8,95.3
104.6,102.719,180.339,4.4,2.7,93.5
94.3,92.7456,182.088,5,2,90.5
144,134.521,184.364,5.9,2.2,85
135.6,113.157,183.5,6,3.1,80.9
75.1,60.4216,182.21,5.8,3.1,79.6
8.6,8.6,181.38,5.6,2.9,79.7
0,0,181.17,5.3,3.6,83.1
0,0,181.005,5,4.5,86.8
0,0,181.005,5,3.7,86.8
0,0,179.545,4.8,3.8,84.8
0,0,177.772,4.6,4.9,81.8
0,0,175.522,4.2,4.3,80
0,0,175.071,4.1,3.4,79.9
0,0,171.554,3.1,3.6,82
0,0,172.175,3.1,3.9,84.1
0,0,171.167,2.8,3.6,84.9
0,0,169.244,2.1,3.4,88.3
0,0,173.63,3.1,4.6,89.2
0,0,173.803,3.4,5,85.4
0,0,172.736,3.4,4.7,81.8
1.1,1.1,171.082,3,5.2,81.8
29,28.6805,169.616,2.5,5.2,83.8
61.6,60.7084,168.534,2.2,4.9,84.3
66.5,65.6763,168.087,2,4.5,85.6
106.6,104.672,169.198,2.3,4.5,85.2
224,177.803,171.575,3.2,4.4,80.7
192.9,155.633,172.513,3.8,4.7,75.8
76.7,75.1402,171.922,3.8,5.1,74
87.2,62.2164,171.806,3.7,4.9,74.9
10.4,10.4,172.165,3.7,5.1,76
0,0,171.09,3.3,4.5,77.8
0,0,171.927,3.3,5.1,80.5
0,0,171.762,3.1,5,82.7
0,0,172.033,3.4,5.7,79.5
0,0,166.944,2.7,5.9,72.5
0,0,164.866,2.5,5.7,68.7
0,0,163.449,2.1,5.3,69.2
0,0,162.139,1.6,5.6,71.2
0,0,162.229,1.5,5,72.7
0,0,162.419,1.5,5.1,73.3
0,0,162.751,1.6,4.8,73.1
0,0,163.018,1.7,4.9,72.7
0,0,162.825,1.7,4.7,72.1
0,0,162.527,1.6,4.3,72.4
1.9,1.9,162.814,1.6,4.6,73.3
44.4,43.6711,163.305,1.7,4.3,73.6
138.1,124.265,165.037,2.2,4.6,72.8
267.5,149.78,168.19,3.2,4.8,70.2
351,114.929,171.505,4.4,4.6,65.8
368.9,91.4014,173.487,5.2,4.7,62.4
335.2,71.6652,174.618,5.6,4.4,61.1
258.7,49.7298,174.245,5.5,4.5,61.2
139.4,28.3713,172.821,5,4.2,62.8
23.5,23.5,170.761,4.2,3.8,66
0,0,168.156,3.2,3,70.1
0,0,166.627,2.5,3.1,74
0,0,165.377,2,3.6,76.4
0,0,164.167,1.5,3.6,79
0,0,162.793,1,3.5,81.1
0,0,161.353,0.5,3.7,83
0,0,161.033,0.3,3.1,84.7
0,0,159.625,-0.1,2.6,85.3
0,0,157.942,-0.6,3.2,86.3
0,0,158.124,-0.6,3,87
0,0,157.349,-0.8,3.4,87
0,0,157.426,-0.8,3.6,87.3
0,0,158.15,-0.6,4,87.1
0,0,156.242,-1.1,2.7,87.2
5.9,5.9,156.087,-1.2,2.9,88.1
79.3,74.2312,158.254,-0.6,3.1,87.5
206,127.267,162.19,0.6,3.1,84.6
307.7,122.354,165.115,1.7,3.5,79.5
370.6,102.291,169.022,3.1,2.8,73.9
389,80.9501,172.332,4.3,3.5,69.2
350.4,66.4783,173.602,4.9,3.5,65.9
270.5,47.7453,172.848,4.8,4,65
161.6,26.664,170.756,4.1,4.3,67.1
35.9,35.9,169.038,3.3,3.7,71.5
0,0,168.104,2.7,3.4,76.1
0,0,167.755,2.4,2.9,78.9
0,0,167.742,2.3,3,80.2
0,0,167.456,2.2,2.4,80.6
0,0,168.327,2.4,2.9,80.8
0,0,166.765,2,2.9,81
0,0,165.159,1.5,3.2,82.4
0,0,165.818,1.6,2.6,83.3
0,0,164.501,1.3,3,82.9
0,0,163.192,1,3.8,82.5
0,0,162.71,0.9,3.8,82.2
0,0,161.102,0.5,3.4,82.1
0,0,161.355,0.6,3.1,81.6
0,0,160.121,0.3,3.9,81.4
4.7,4.67821,159.423,0.1,4.1,81.7
64.4,62.6988,159.842,0.2,4.3,81.8
99.4,96.907,161.635,0.7,4.1,81.2
102.1,100.239,163.093,1.2,4.5,79.4
227,186.749,166.086,2.2,4.4,76.1
216.5,182.322,167.206,2.7,4.5,73.3
233.8,159.719,169.071,3.3,4.5,71.6
216.9,96.7388,168.966,3.4,5.3,70.1
153.4,28.1298,167.888,3.1,4.6,70.5
35.2,35.2,166.812,2.7,4.7,72.1
0,0,164.928,2.1,5.9,73.7
0,0,161.222,1.1,5.8,74.5
0,0,159.36,0.6,5.4,74.8
0,0,159.391,0.6,4.9,74.9
0,0,158.941,0.5,4.9,74.7
0,0,157.395,0.1,4.8,74.7
0,0,156.153,-0.2,5.1,74.4
0,0,154.648,-0.5,5.6,73.2
0,0,152.548,-1,5.6,72.5
0,0,151.229,-1.4,5.3,73.1
0,0,150.974,-1.5,5.1,73.5
0,0,149.72,-1.9,5.2,74.3
0,0,149.265,-2.1,6,75.3
0,0,148.327,-2.4,5.7,75.9
12.7,12.5408,147.814,-2.6,4.8,76.7
99.7,86.8161,149.463,-2.1,5.5,76
225,124.866,153.526,-0.7,5.9,72
325.4,117.388,156.228,0.6,6.6,65.1
384.6,101.116,159.67,2.3,6.7,56.8
394.8,86.3261,161.866,3.6,5.7,50.2
351.5,74.2156,163.607,4.7,6.3,45
261.3,61.5376,162.829,5,6.6,41.4
139.2,44.0861,159.032,3.8,6.2,42.9
11.4,11.4,159.19,3.4,6.4,46.2
0,0,157.574,2.7,5.4,48.4
0,0,156.939,2.2,5.1,51.2
0,0,156.184,1.6,5.4,54.8
0,0,155.319,0.8,5,60.4
0,0,155.603,0.4,4.7,65.5
0,0,153.909,-0.3,5.5,68.4
0,0,152.874,-0.8,4.9,71.1
0,0,151.751,-1.3,4.6,73.6
0,0,150.292,-1.8,5,75
0,0,148.383,-2.4,4.7,76.1
0,0,146.621,-3,4.8,77.7
0,0,144.969,-3.6,4.8,79.7
0,0,143.699,-4.1,4.7,81.8
0,0,142.683,-4.5,5.1,83.5
8.2,8.13363,143.164,-4.4,5.1,84
57.3,56.208,145.159,-3.8,5.4,83.3
125.7,119.205,145.432,-3.6,5.6,81.5
217.9,176.179,147.783,-2.8,5.2,79.3
335.2,153.049,150.12,-1.9,5.4,75.7
377.9,106.055,152.682,-0.9,5.5,71.7
345.8,83.6357,154.608,-0.2,5.1,69.4
261.1,67.0468,153.596,-0.4,5.1,68.6
136.8,52.1247,153.192,-0.6,4.8,69.7
29.7,29.7,153.281,-0.7,3.9,71.2
0,0,153.678,-0.7,4,72.5
0,0,154.328,-0.6,4.2,73.4
0,0,155.59,-0.3,3.5,73.8
0,0,156.476,-0.1,3.1,74.2
0,0,157.07,0,3.3,74.9
0,0,155.8,-0.7,2.9,79.8
0,0,157.08,-0.7,3.3,84.5
0,0,156.23,-0.9,2.5,84.2
0,0,156.077,-0.8,2.6,82.2
0,0,155.686,-1,2.6,83.6
0,0,156.653,-1,2.7,87.3
0,0,156.858,-1,2.5,88.1
0,0,156.908,-1,2.3,88.3
0,0,156.439,-1.2,2,89.5
5.7,5.66898,156.687,-1.2,1.8,90.5
36.1,35.6776,156.749,-1.1,2.2,89.2
55.3,54.6521,157.244,-0.9,2.3,88.1
43.5,43.176,157.529,-0.8,2.7,87.7
72,71.1862,157.788,-0.7,2.2,87.2
66,65.3057,158.202,-0.6,1.8,87.3
54.7,54.1616,158.721,-0.5,2,87.8
36,35.6965,158.978,-0.5,2.8,88.8
22.9,22.6903,159.7,-0.4,3.2,90.1
7.3,7.3,160.395,-0.3,2.7,91.3
0,0,160.745,-0.3,2.9,92.7
0,0,160.868,-0.3,2.4,93.2
0,0,161.139,-0.2,5.9,92.7
0,0,162.055,0,2.5,93.2
0,0,162.179,0,2.9,93.7
0,0,161.906,-0.1,2.6,94.2
0,0,161.93,-0.1,2.9,94.3
0,0,162.848,0.1,3.5,94.8
0,0,162.303,0,3.6,94.2
0,0,161.981,0,3.1,92.9
0,0,161.981,0,3.1,92.9
0,0,161.36,-0.1,3.3,92
0,0,161.057,-0.1,3,90.8
0,0,160.854,-0.1,3,90
11.1,10.9905,161.515,0.1,3.1,89.5
99.8,90.2329,159.003,-0.5,2.2,88.9
199.4,146.722,164.246,1,3.8,86.3
209,177.987,165.79,1.7,3.3,81.8
147.3,143.269,165.469,1.7,3.2,80.7
129.2,126.535,166.221,1.8,3.3,81.9
112.3,110.054,166.45,1.9,3,81.3
78.1,76.6976,166.08,2,2.8,78.7
48.2,47.2986,165.618,1.9,3.2,78.5
16.4,16.4,163.242,0.9,3.6,84.1
0,0,164.357,0.9,2.8,88.2
0,0,164.327,1,2.5,86.6
0,0,162.734,0.8,1.4,83.7
0,0,162.448,0.7,1.7,84.1
0,0,162.914,0.7,2.3,85.8
0,0,162.983,0.8,2.1,84.6
0,0,161.29,0.4,1.9,84.2
0,0,161.563,0.4,1.5,85.2
0,0,160.462,0.1,1.5,85.5
0,0,160.623,0.1,1.3,86.1
0,0,159.136,-0.3,1.6,86.4
0,0,159.579,-0.2,1.1,86.6
0,0,160.155,-0.1,1.4,87.3
0,0,160.023,-0.2,1.4,88.3
8,7.94681,160.023,-0.2,2,88.3
65.5,64.164,159.054,-0.5,1.4,89.1
117.5,113.659,157.865,-0.7,1.8,87.5
170.8,160.027,157.504,-0.5,1.4,83.2
303.9,189.503,156.912,-0.3,2.7,78.3
227.3,193.502,157.43,0.3,2,72.3
161.4,151.543,156.285,0.3,2.1,68.7
79.7,78.2655,156.372,0.4,2.7,67.8
84.4,76.0413,155.748,0.1,2.3,69.4
56.3,56.3,153.003,-0.7,2.3,70.3
0,0,152.337,-1,2.1,71.8
0,0,153.26,-1,1.4,74.9
0,0,149.565,-2.2,2.2,77.7
0,0,148.226,-2.9,0.4,82.4
0,0,147.9,-3.3,0,87
0,0,151.625,-2.3,1.1,87
0,0,151.941,-2,1.6,83.8
0,0,152.275,-1.8,1.7,82.2
0,0,153.762,-1.3,2,80.7
0,0,153.949,-1.2,1.7,80
0,0,153.843,-1.3,1.5,81
0,0,152.758,-1.7,1.4,82.6
0,0,154.708,-1.2,1.8,82.8
0,0,154.566,-1.3,1.2,83.7
12.1,11.9859,154.758,-1.4,1.3,85.9
102.7,93.6561,156.588,-0.8,1.8,84.1
168,146.756,156.407,-0.6,2.8,80.6
122.1,119.633,156.568,-0.5,3,79.8
144.8,141.296,157.326,-0.2,3,78.4
111.4,109.496,155.684,-0.5,3.4,76.7
190.1,168.864,155.832,-0.4,3.9,75.9
278.4,74.1058,154.735,-0.2,4,69.8
183.6,34.1383,153.774,0.4,2.6,60.3
59.1,59.1,149.11,-0.6,2.9,57.7
0,0,146.642,-1.6,2,61
0,0,145.798,-2.2,1.1,65
0,0,142.979,-3.5,1.2,71.1
0,0,141.829,-4.3,1.3,77.3
0,0,142.422,-4.4,1.5,81
0,0,141.207,-4.9,1.5,83.3
0,0,141.687,-4.9,1,85.3
0,0,142.319,-4.9,0.8,88
0,0,141.189,-5.4,1.1,90.9
0,0,140.408,-5.7,1,92.2
0,0,138.863,-6.1,0.8,91.6
0,0,138.052,-6.3,0.7,91.1
0,0,137.288,-6.5,0.6,90.8
0,0,134.007,-7.4,0.8,90
22,21.6451,136.463,-6.7,0.5,90.2
147.3,103.023,139.637,-5.8,0.4,90.3
275.2,117.37,152.403,-2,0.6,85.6
369.8,111.914,155.299,-0.4,1,74.1
385.4,137.003,155.743,0.6,1,63.7
182.9,172.543,151.76,-0.1,2.2,59.9
86.7,85.4216,151.691,0.1,1.8,57.7
182.1,140.794,151.298,0.2,1.4,55.7
117.7,85.6775,151.407,0.4,1.3,54.1
37.4,37.4,150.636,0.3,1.6,53.1
0,0,149.533,-0.3,1,55.9
0,0,147.574,-1.4,1,61.6
0,0,146.865,-2.2,0.9,68.4
0,0,143.495,-3.6,0.9,74.2
0,0,142.856,-4.1,1.2,78.5
0,0,142.031,-4.6,1,82.3
0,0,142.808,-4.6,1.1,85.5
0,0,139.629,-5.5,0.8,85.6
0,0,138.551,-5.8,1.2,85.5
0,0,135.916,-6.7,1.1,87.7
0,0,136.631,-6.5,1.8,87.8
0,0,133.919,-7.3,2.4,88
0,0,133.366,-7.5,1.8,88.6
0,0,131.987,-7.9,1.8,88.5
24.7,24.2779,133.409,-7.5,2,88.8
140.8,107.102,143.084,-4.7,1.5,88.2
256.9,137.884,148.471,-2.3,2.7,75.1
345.3,141.516,149.844,-0.5,2.4,58.7
393.7,135.361,149.925,0.4,2.8,50.5
378.9,141.98,149.389,0.8,2.9,46
341.1,123.627,148.129,1,3.2,41.9
301,66.1301,147.529,1.3,3,38.7
188,39.5846,148.193,1.5,2.6,38.6
60.8,60.8,147.721,1,2.1,41.1
0,0,145.647,-0.4,1.5,47.3
0,0,144.58,-1.5,1.7,54.3
0,0,146.306,-1.5,2.1,59
0,0,145.804,-2.1,1.9,63.9
0,0,144.692,-2.8,2.5,68.4
0,0,141.54,-4,1.5,72.3
0,0,141.316,-4.4,1,76.7
0,0,139.788,-5.1,0.6,80.4
0,0,137.125,-6,1.1,82.4
0,0,137.677,-5.8,0.6,81.8
0,0,136.707,-6.1,1,82.1
0,0,135.584,-6.5,0.9,83.2
0,0,136.691,-6.2,1.1,83.5
0,0,133.348,-7.2,0.8,83.9
29.7,29.1228,134.144,-7,0.9,84.4
152.1,108.634,141.303,-4.7,1,80.8
291.5,114.73,153.535,-0.2,2.1,66.1
401.3,95.8004,154.979,1.5,2.7,52.8
458.2,87.5892,156.516,2.3,3.1,49.4
429.9,101.044,158.387,3,2.5,47.7
379,94.3121,158.923,3.5,2.7,44.9
339.3,55.9845,159.254,3.9,3.2,42.6
230.7,38.0655,158.443,3.8,3.5,41.8
82.9,13.6785,157.12,3.2,3,43.6
0,0,153.989,1.7,3.1,48.8
0,0,153.236,0.7,3.1,55.9
0,0,154.422,0.4,2.9,62.1
0,0,155.155,0.3,2.9,65.3
0,0,154.933,0.1,3.2,66.9
0,0,154.352,-0.2,3,68.6
0,0,152.314,-0.9,3.1,70.5
0,0,152.154,-1,2.9,71.2
0,0,151.003,-1.3,3.1,71.1
0,0,149.078,-1.9,3.5,72.1
0,0,148.605,-2.1,3.1,73
0,0,146.134,-2.9,2.8,74.6
0,0,144.095,-3.6,2.8,76.4
0,0,142.368,-4.2,3.2,78
30.1,29.5379,142.394,-4.2,3.5,78.1
149.1,112.17,146.523,-2.7,3.2,73.4
282.2,129.255,152.964,-0.2,4.1,64.4
376.5,124.63,153.688,0.8,4.8,56.1
412.3,130.246,155.985,2.1,4.3,49.9
399.1,135.183,156.859,2.8,5,46.1
350.6,126.839,160.167,4,4.3,43.6
312.6,67.4137,161.448,4.5,4.7,42.4
207.6,36.694,162.493,4.7,4.3,42.9
77,12.705,162.18,4.4,4.1,44.5
0,0,163.455,4.3,4,47.8
0,0,165.325,4.4,3.5,50.9
0,0,165.616,4.3,4,52.4
0,0,164.875,3.9,3.7,54.3
0,0,165.165,3.8,3.5,55.9
0,0,164.451,3.4,3.4,58
0,0,165.563,3.4,3,60.8
0,0,165.758,3.2,3.2,63.4
0,0,166.713,3.2,2.9,66
0,0,167.9,3.3,2.8,68.2
0,0,167.382,3,2.5,70.2
0,0,168.056,3,2.7,72.2
0,0,166.819,2.5,3,74.6
0,0,165.715,2,2.2,77.5
11.4,11.3234,169.229,2.8,2.5,78.4
94.1,90.4902,172.074,3.6,2.6,77
142.6,135.885,174.468,4.2,2.2,76.7
189.2,176.17,176.92,4.8,2.7,76.5
204.6,190.49,180.307,5.7,2.7,75.2
190.2,179.857,183.872,6.6,2.7,74.3
228.3,188.799,187.631,7.5,2.7,73.8
213.2,147.943,192.262,8.7,2.9,71.9
171,71.6168,195.624,9.6,3.3,70.1
85.6,14.124,189.43,7.8,3.4,75.1
1.2,1.2,187.676,6.9,3.8,81.6
0,0,183.492,5.8,3.7,83.6
0,0,180.217,5.1,3.6,82.8
0,0,177.176,4.6,3.7,79.9
0,0,175.165,4.1,3.7,80.2
0,0,173.628,3.6,3.2,82
0,0,172.68,3.3,2.8,83
0,0,171.438,3,3.5,83
0,0,170.848,2.9,3.6,82.4
0,0,170.962,3,4,81.4
0,0,170.49,2.9,4.2,81.2
0,0,169.491,2.7,3.9,80.6
0,0,168.476,2.6,3.8,78.6
0,0,167.888,2.6,3.7,76.7
31.7,31.1359,167.223,2.6,4,74.6
156.4,117.399,170.457,3.8,4.4,69.7
289.2,135.276,175.938,5.8,4.8,62.3
391.2,123.489,181.461,7.8,4.5,55.6
449.9,108.434,184.662,9.1,4.8,50.8
457.7,95.8709,188.123,10.3,4.8,47.6
422,78.9191,190.988,11.4,4.5,44.3
348.7,58.3596,190.85,11.7,5.2,42
203.5,47.3479,190.104,11.5,3.9,42.2
54,26.7586,189.803,11.2,3.8,43.8
0,0,185.244,9.7,3.4,47.1
0,0,182.844,8.7,4.1,50.6
0,0,179.655,7.7,3.5,52.7
0,0,177.706,6.9,3.4,55.7
0,0,175.276,6,2.7,58.7
0,0,174.163,5.5,2.5,61
0,0,173.882,5.2,2.3,63.4
0,0,174.808,5.2,1.7,65.8
0,0,176.543,5.4,1.6,68.2
0,0,179.999,6,1.5,70.7
0,0,183.048,6.5,1.5,73.2
0,0,187.551,7.4,2.7,74.8
0,0,188.97,7.6,2.8,76.3
0,0,191.115,7.9,2.4,78.6
