# HOSTRADA weather file for IDA ICE
# Columns: Month Day Hour DryBulb_C RelHum_pct DirectNormal_W_m2 DiffuseHorizontal_W_m2 WindDir_deg WindSpeed_m_s GlobalHorizontal_W_m2
# Units: - - h degC % W/m2 W/m2 deg m/s W/m2
Month Day Hour DryBulb_C RelHum_pct DirectNormal_W_m2 DiffuseHorizontal_W_m2 WindDir_deg WindSpeed_m_s GlobalHorizontal_W_m2
1 1 2 2.200 83.400 0.000 0.000 214.000 5.800 0.000
1 1 3 2.400 82.900 0.000 0.000 215.000 7.000 0.000
1 1 4 2.200 81.900 0.000 0.000 215.000 6.200 0.000
1 1 5 2.600 81.000 0.000 0.000 222.000 6.400 0.000
1 1 6 2.900 80.100 0.000 0.000 217.000 6.600 0.000
1 1 7 3.200 80.200 0.000 0.000 223.000 6.900 0.000
1 1 8 3.700 80.200 0.000 0.000 218.000 7.000 0.000
1 1 9 4.200 79.400 0.000 0.000 218.000 6.900 0.000
1 1 10 4.400 79.200 0.769 7.448 221.000 7.100 7.500
1 1 11 5.000 79.200 7.455 52.889 224.000 6.900 54.100
1 1 12 5.900 77.900 13.864 83.888 222.000 7.600 87.000
1 1 13 6.300 75.900 5.171 70.007 223.000 7.700 71.300
1 1 14 6.900 74.300 8.422 79.998 225.000 8.000 82.000
1 1 15 6.900 72.700 4.132 47.123 222.000 7.400 47.900
1 1 16 7.000 71.400 1.514 15.942 225.000 7.300 16.100
1 1 17 7.000 70.000 0.000 3.800 223.000 7.600 3.800
1 1 18 7.000 67.800 0.000 0.000 216.000 7.800 0.000
1 1 19 6.900 65.600 0.000 0.000 223.000 8.600 0.000
1 1 20 7.000 64.800 0.000 0.000 228.000 9.000 0.000
1 1 21 7.100 66.300 0.000 0.000 225.000 8.500 0.000
1 1 22 7.500 68.200 0.000 0.000 230.000 9.400 0.000
1 1 23 7.900 67.200 0.000 0.000 224.000 8.500 0.000
1 1 24 8.000 65.100 0.000 0.000 223.000 8.600 0.000
1 2 1 8.200 65.700 0.000 0.000 232.000 8.400 0.000
1 2 2 8.300 68.300 0.000 0.000 226.000 8.400 0.000
1 2 3 7.900 72.200 0.000 0.000 232.000 8.000 0.000
1 2 4 7.500 76.400 0.000 0.000 242.000 6.900 0.000
1 2 5 6.100 84.900 0.000 0.000 253.000 5.800 0.000
1 2 6 6.100 92.200 0.000 0.000 237.000 5.300 0.000
1 2 7 6.400 89.700 0.000 0.000 249.000 6.100 0.000
1 2 8 5.100 83.700 0.000 0.000 268.000 8.700 0.000
1 2 9 3.700 80.200 0.000 0.000 275.000 5.800 0.000
1 2 10 3.200 80.700 4.216 17.410 283.000 5.500 17.700
1 2 11 3.200 82.300 10.125 57.347 272.000 4.800 59.000
1 2 12 3.700 82.900 22.418 91.342 256.000 5.200 96.400
1 2 13 3.700 82.700 243.778 117.059 261.000 4.800 178.400
1 2 14 4.500 80.700 463.366 90.634 259.000 5.300 201.600
1 2 15 4.700 77.700 260.818 87.441 267.000 4.700 137.000
1 2 16 4.800 76.600 66.185 49.444 259.000 4.100 56.500
1 2 17 4.500 76.900 0.000 3.800 264.000 4.200 3.800
1 2 18 3.900 78.600 0.000 0.000 279.000 3.000 0.000
1 2 19 3.700 79.400 0.000 0.000 272.000 3.100 0.000
1 2 20 3.800 79.300 0.000 0.000 261.000 3.300 0.000
1 2 21 3.700 81.100 0.000 0.000 264.000 4.300 0.000
1 2 22 2.900 82.600 0.000 0.000 268.000 4.400 0.000
1 2 23 2.700 83.800 0.000 0.000 261.000 4.700 0.000
1 2 24 2.400 85.200 0.000 0.000 266.000 5.200 0.000
1 3 1 2.600 85.800 0.000 0.000 266.000 4.700 0.000
1 3 2 2.700 85.700 0.000 0.000 264.000 5.500 0.000
1 3 3 2.800 85.000 0.000 0.000 265.000 4.800 0.000
1 3 4 2.700 83.200 0.000 0.000 269.000 5.300 0.000
1 3 5 2.600 82.200 0.000 0.000 258.000 5.200 0.000
1 3 6 2.600 82.200 0.000 0.000 270.000 5.300 0.000
1 3 7 2.600 80.500 0.000 0.000 268.000 5.100 0.000
1 3 8 2.600 79.500 0.000 0.000 258.000 5.800 0.000
1 3 9 2.300 82.100 0.000 0.000 258.000 5.700 0.000
1 3 10 2.300 83.700 0.267 4.481 252.000 6.900 4.500
1 3 11 2.500 81.900 7.684 53.938 256.000 6.500 55.200
1 3 12 2.700 78.700 11.000 81.104 254.000 7.700 83.600
1 3 13 3.100 74.800 10.029 88.760 252.000 8.700 91.300
1 3 14 3.300 72.000 4.295 61.663 251.000 8.900 62.700
1 3 15 3.700 68.900 1.843 32.346 252.000 9.400 32.700
1 3 16 0.900 79.000 1.112 14.279 268.000 7.900 14.400
1 3 17 1.000 92.700 0.000 5.700 276.000 6.800 5.700
1 3 18 0.600 90.600 0.000 0.000 279.000 6.800 0.000
1 3 19 0.500 86.600 0.000 0.000 280.000 6.800 0.000
1 3 20 -0.200 83.600 0.000 0.000 271.000 6.200 0.000
1 3 21 -0.500 83.900 0.000 0.000 263.000 6.100 0.000
1 3 22 -0.400 86.500 0.000 0.000 277.000 6.600 0.000
1 3 23 -0.700 88.000 0.000 0.000 265.000 5.900 0.000
1 3 24 -0.600 88.300 0.000 0.000 269.000 6.600 0.000
1 4 1 -0.400 88.500 0.000 0.000 276.000 6.600 0.000
1 4 2 -0.100 86.000 0.000 0.000 290.000 7.700 0.000
1 4 3 0.200 82.700 0.000 0.000 279.000 6.000 0.000
1 4 4 0.100 82.300 0.000 0.000 280.000 5.800 0.000
1 4 5 0.200 82.400 0.000 0.000 286.000 5.200 0.000
1 4 6 0.100 81.000 0.000 0.000 290.000 5.000 0.000
1 4 7 0.100 81.000 0.000 0.000 283.000 4.300 0.000
1 4 8 0.000 81.000 0.000 0.000 273.000 4.100 0.000
1 4 9 -0.100 81.000 0.000 0.000 280.000 3.600 0.000
1 4 10 0.000 81.800 0.465 5.967 277.000 3.100 6.000
1 4 11 0.000 83.500 3.363 37.444 266.000 3.500 38.000
1 4 12 -0.100 85.000 4.846 61.894 265.000 3.600 63.000
1 4 13 -0.100 85.300 9.409 88.101 245.000 3.600 90.500
1 4 14 0.200 84.600 65.491 112.762 228.000 3.300 128.700
1 4 15 0.500 84.000 65.492 90.069 221.000 2.600 102.800
1 4 16 0.600 83.100 159.751 53.612 207.000 2.900 71.400
1 4 17 0.800 82.500 0.000 24.900 205.000 2.300 24.900
1 4 18 0.600 82.400 0.000 0.000 201.000 2.800 0.000
1 4 19 0.500 82.800 0.000 0.000 204.000 3.000 0.000
1 4 20 0.400 83.800 0.000 0.000 208.000 3.500 0.000
1 4 21 0.500 84.700 0.000 0.000 203.000 3.400 0.000
1 4 22 0.400 85.100 0.000 0.000 207.000 2.800 0.000
1 4 23 0.200 84.500 0.000 0.000 213.000 3.000 0.000
1 4 24 -0.200 84.700 0.000 0.000 206.000 3.300 0.000
1 5 1 -0.300 85.300 0.000 0.000 209.000 2.500 0.000
1 5 2 -0.400 88.300 0.000 0.000 203.000 2.300 0.000
1 5 3 -0.300 90.700 0.000 0.000 208.000 2.200 0.000
1 5 4 -0.700 90.500 0.000 0.000 189.000 2.000 0.000
1 5 5 -1.500 90.700 0.000 0.000 172.000 1.800 0.000
1 5 6 -2.100 92.300 0.000 0.000 140.000 2.000 0.000
1 5 7 -2.300 93.400 0.000 0.000 134.000 2.100 0.000
1 5 8 -2.100 93.200 0.000 0.000 136.000 2.500 0.000
1 5 9 -2.100 92.700 0.000 0.000 140.000 2.600 0.000
1 5 10 -2.000 91.300 0.438 5.869 145.000 2.700 5.900
1 5 11 -1.500 88.900 3.193 36.768 110.000 2.700 37.300
1 5 12 -0.900 85.500 13.805 85.827 118.000 3.400 89.000
1 5 13 -0.200 82.400 6.305 78.981 128.000 3.600 80.600
1 5 14 0.000 80.300 1.316 34.977 125.000 4.300 35.300
1 5 15 0.500 77.800 1.431 29.218 123.000 4.800 29.500
1 5 16 0.600 75.300 1.353 16.446 124.000 4.600 16.600
1 5 17 0.100 79.100 0.000 2.100 125.000 5.000 2.100
1 5 18 -0.600 88.600 0.000 0.000 117.000 4.600 0.000
1 5 19 -0.600 94.500 0.000 0.000 113.000 4.800 0.000
1 5 20 -0.500 96.300 0.000 0.000 124.000 5.400 0.000
1 5 21 -0.200 97.100 0.000 0.000 121.000 5.000 0.000
1 5 22 0.100 97.300 0.000 0.000 117.000 4.800 0.000
1 5 23 0.400 97.900 0.000 0.000 124.000 4.600 0.000
1 5 24 0.500 98.500 0.000 0.000 145.000 4.500 0.000
1 6 1 0.700 98.700 0.000 0.000 146.000 4.100 0.000
1 6 2 1.100 98.800 0.000 0.000 161.000 3.300 0.000
1 6 3 2.200 99.200 0.000 0.000 175.000 3.300 0.000
1 6 4 3.200 99.400 0.000 0.000 190.000 2.900 0.000
1 6 5 4.400 99.600 0.000 0.000 189.000 2.700 0.000
1 6 6 6.000 99.300 0.000 0.000 200.000 3.500 0.000
1 6 7 6.500 98.800 0.000 0.000 192.000 3.500 0.000
1 6 8 7.100 97.900 0.000 0.000 200.000 4.000 0.000
1 6 9 7.600 96.300 0.000 0.000 209.000 3.200 0.000
1 6 10 7.700 95.900 0.582 6.858 194.000 3.500 6.900
1 6 11 8.000 96.400 1.586 26.234 197.000 3.100 26.500
1 6 12 9.000 93.000 6.040 69.902 206.000 4.800 71.300
1 6 13 9.300 87.500 4.179 65.219 194.000 3.600 66.300
1 6 14 9.600 82.300 1.795 41.155 192.000 5.600 41.600
1 6 15 9.800 78.400 2.490 38.904 195.000 5.200 39.400
1 6 16 9.900 76.400 1.657 18.607 177.000 4.600 18.800
1 6 17 11.200 71.200 0.000 4.700 186.000 5.200 4.700
1 6 18 10.800 67.800 0.000 0.000 181.000 5.000 0.000
1 6 19 9.300 71.400 0.000 0.000 160.000 4.500 0.000
1 6 20 10.200 72.200 0.000 0.000 171.000 4.400 0.000
1 6 21 11.700 65.900 0.000 0.000 195.000 5.900 0.000
1 6 22 12.400 62.600 0.000 0.000 215.000 7.700 0.000
1 6 23 11.800 64.200 0.000 0.000 230.000 6.200 0.000
1 6 24 11.000 62.600 0.000 0.000 255.000 6.100 0.000
1 7 1 9.800 62.800 0.000 0.000 224.000 5.000 0.000
1 7 2 9.500 62.100 0.000 0.000 237.000 5.600 0.000
1 7 3 8.800 60.100 0.000 0.000 222.000 4.900 0.000
1 7 4 7.800 65.200 0.000 0.000 215.000 3.400 0.000
1 7 5 7.700 69.600 0.000 0.000 214.000 4.200 0.000
1 7 6 7.800 68.200 0.000 0.000 203.000 4.800 0.000
1 7 7 7.700 66.500 0.000 0.000 212.000 5.400 0.000
1 7 8 7.300 66.600 0.000 0.000 204.000 4.400 0.000
1 7 9 7.400 64.900 0.000 0.000 201.000 5.300 0.000
1 7 10 7.000 65.200 5.267 20.714 212.000 5.200 21.100
1 7 11 7.500 66.200 82.278 79.966 223.000 6.200 93.900
1 7 12 7.800 64.700 9.091 79.979 232.000 5.700 82.100
1 7 13 8.300 59.800 144.616 125.780 231.000 6.100 163.500
1 7 14 7.500 56.700 9.726 87.068 244.000 6.300 89.500
1 7 15 7.300 57.700 1.261 28.146 232.000 7.000 28.400
1 7 16 7.200 58.200 3.611 27.969 224.000 5.800 28.400
1 7 17 6.900 59.300 0.000 13.000 218.000 5.500 13.000
1 7 18 6.700 60.700 0.000 0.000 224.000 5.900 0.000
1 7 19 5.900 66.600 0.000 0.000 222.000 4.900 0.000
1 7 20 2.800 81.200 0.000 0.000 260.000 5.800 0.000
1 7 21 2.700 90.500 0.000 0.000 225.000 5.400 0.000
1 7 22 2.200 90.100 0.000 0.000 222.000 4.400 0.000
1 7 23 2.300 90.000 0.000 0.000 211.000 3.800 0.000
1 7 24 2.700 89.000 0.000 0.000 222.000 5.900 0.000
1 8 1 2.100 90.200 0.000 0.000 222.000 4.600 0.000
1 8 2 1.600 92.600 0.000 0.000 214.000 5.600 0.000
1 8 3 1.500 93.600 0.000 0.000 224.000 4.800 0.000
1 8 4 1.700 94.300 0.000 0.000 223.000 4.200 0.000
1 8 5 1.000 94.400 0.000 0.000 199.000 3.800 0.000
1 8 6 1.700 93.800 0.000 0.000 212.000 4.500 0.000
1 8 7 1.900 92.400 0.000 0.000 230.000 4.400 0.000
1 8 8 1.700 90.900 0.000 0.000 232.000 4.900 0.000
1 8 9 1.300 90.400 0.000 0.000 220.000 4.800 0.000
1 8 10 1.000 90.800 1.618 11.779 225.000 4.700 11.900
1 8 11 2.000 88.300 43.429 75.776 214.000 5.000 83.200
1 8 12 2.900 83.700 347.928 100.866 219.000 4.800 182.700
1 8 13 4.100 78.200 334.589 114.191 250.000 5.600 202.200
1 8 14 4.300 73.000 76.202 118.555 254.000 6.300 137.800
1 8 15 4.300 70.600 109.032 98.105 250.000 6.000 120.400
1 8 16 4.200 69.400 460.940 46.331 237.000 5.000 102.600
1 8 17 3.500 70.200 0.000 33.600 218.000 4.500 33.600
1 8 18 2.700 72.200 0.000 0.000 232.000 4.900 0.000
1 8 19 1.800 74.800 0.000 0.000 210.000 3.900 0.000
1 8 20 1.200 79.000 0.000 0.000 213.000 3.200 0.000
1 8 21 0.600 84.000 0.000 0.000 198.000 3.400 0.000
1 8 22 0.200 87.700 0.000 0.000 199.000 2.900 0.000
1 8 23 -0.500 89.500 0.000 0.000 178.000 2.500 0.000
1 8 24 0.100 91.000 0.000 0.000 174.000 2.800 0.000
1 9 1 0.000 90.800 0.000 0.000 133.000 2.900 0.000
1 9 2 0.900 87.300 0.000 0.000 129.000 2.500 0.000
1 9 3 1.300 84.700 0.000 0.000 142.000 2.600 0.000
1 9 4 1.000 88.700 0.000 0.000 106.000 2.000 0.000
1 9 5 0.700 94.700 0.000 0.000 70.000 1.800 0.000
1 9 6 0.900 96.600 0.000 0.000 79.000 2.300 0.000
1 9 7 1.000 96.400 0.000 0.000 88.000 2.500 0.000
1 9 8 1.100 96.500 0.000 0.000 79.000 2.800 0.000
1 9 9 1.100 96.800 0.000 0.000 109.000 2.500 0.000
1 9 10 1.000 96.700 0.286 5.078 32.000 1.500 5.100
1 9 11 1.100 96.800 7.626 56.583 270.000 2.000 57.900
1 9 12 1.300 96.100 9.099 81.341 357.000 2.700 83.500
1 9 13 1.300 95.000 2.031 46.861 32.000 2.700 47.400
1 9 14 1.500 94.400 1.212 34.891 67.000 2.800 35.200
1 9 15 1.400 94.800 1.910 35.504 53.000 3.200 35.900
1 9 16 1.300 95.100 8.268 41.866 38.000 3.300 42.900
1 9 17 0.800 95.600 0.000 17.300 9.000 3.400 17.300
1 9 18 0.500 96.100 0.000 0.000 347.000 4.100 0.000
1 9 19 0.500 95.800 0.000 0.000 336.000 5.300 0.000
1 9 20 0.800 94.900 0.000 0.000 328.000 6.100 0.000
1 9 21 0.600 95.200 0.000 0.000 326.000 6.300 0.000
1 9 22 0.700 95.500 0.000 0.000 309.000 6.500 0.000
1 9 23 0.900 94.400 0.000 0.000 297.000 5.800 0.000
1 9 24 0.700 94.500 0.000 0.000 277.000 5.400 0.000
1 10 1 0.800 94.900 0.000 0.000 280.000 5.900 0.000
1 10 2 1.100 95.900 0.000 0.000 277.000 5.800 0.000
1 10 3 1.200 96.700 0.000 0.000 280.000 6.200 0.000
1 10 4 1.400 96.100 0.000 0.000 278.000 6.600 0.000
1 10 5 1.500 95.500 0.000 0.000 271.000 6.100 0.000
1 10 6 1.600 94.600 0.000 0.000 280.000 6.400 0.000
1 10 7 1.600 94.000 0.000 0.000 270.000 6.400 0.000
1 10 8 1.600 93.300 0.000 0.000 270.000 5.200 0.000
1 10 9 1.600 93.000 0.000 0.000 246.000 5.200 0.000
1 10 10 1.600 92.200 2.410 14.913 249.000 4.800 15.100
1 10 11 1.500 92.700 5.544 50.532 246.000 5.700 51.500
1 10 12 1.300 94.400 3.251 53.322 249.000 5.100 54.100
1 10 13 1.200 94.900 4.927 73.181 249.000 4.700 74.500
1 10 14 1.000 96.200 3.610 60.469 250.000 4.500 61.400
1 10 15 1.400 96.900 3.390 47.787 260.000 4.800 48.500
1 10 16 1.000 96.900 5.578 37.186 260.000 4.600 37.900
1 10 17 0.900 97.400 0.000 5.700 270.000 4.700 5.700
1 10 18 0.900 98.000 0.000 0.000 276.000 4.500 0.000
1 10 19 1.600 97.100 0.000 0.000 286.000 5.100 0.000
1 10 20 1.500 96.200 0.000 0.000 279.000 4.000 0.000
1 10 21 1.600 95.700 0.000 0.000 279.000 4.600 0.000
1 10 22 1.400 94.600 0.000 0.000 285.000 5.000 0.000
1 10 23 1.300 94.100 0.000 0.000 275.000 5.200 0.000
1 10 24 1.200 93.100 0.000 0.000 277.000 5.800 0.000
1 11 1 1.100 92.600 0.000 0.000 277.000 5.400 0.000
1 11 2 0.800 92.300 0.000 0.000 281.000 5.100 0.000
1 11 3 0.700 91.300 0.000 0.000 290.000 5.600 0.000
1 11 4 0.700 90.600 0.000 0.000 286.000 5.700 0.000
1 11 5 0.600 89.700 0.000 0.000 282.000 5.400 0.000
1 11 6 0.700 87.900 0.000 0.000 286.000 6.300 0.000
1 11 7 0.600 87.100 0.000 0.000 292.000 6.700 0.000
1 11 8 0.300 88.200 0.000 0.000 284.000 6.900 0.000
1 11 9 0.400 85.700 0.000 0.000 289.000 7.900 0.000
1 11 10 0.100 82.400 0.455 6.664 285.000 7.600 6.700
1 11 11 0.100 81.900 31.293 74.977 289.000 8.500 80.500
1 11 12 0.500 80.600 47.458 108.231 288.000 8.400 119.700
1 11 13 0.600 79.200 11.056 96.711 287.000 9.000 99.700
1 11 14 0.500 78.500 4.082 64.936 288.000 9.100 66.000
1 11 15 0.800 77.000 1.707 34.536 288.000 9.800 34.900
1 11 16 1.000 75.500 11.930 47.635 294.000 9.100 49.200
1 11 17 1.200 74.500 0.000 21.300 297.000 9.500 21.300
1 11 18 1.400 73.800 0.000 0.000 297.000 8.900 0.000
1 11 19 1.300 74.400 0.000 0.000 296.000 8.800 0.000
1 11 20 0.900 78.100 0.000 0.000 296.000 7.800 0.000
1 11 21 0.900 82.400 0.000 0.000 296.000 6.800 0.000
1 11 22 0.700 85.300 0.000 0.000 294.000 6.000 0.000
1 11 23 1.000 84.800 0.000 0.000 294.000 5.400 0.000
1 11 24 1.700 78.900 0.000 0.000 315.000 7.100 0.000
1 12 1 1.700 75.300 0.000 0.000 316.000 6.300 0.000
1 12 2 1.700 75.800 0.000 0.000 308.000 5.700 0.000
1 12 3 1.500 77.100 0.000 0.000 309.000 4.700 0.000
1 12 4 1.500 78.000 0.000 0.000 310.000 5.600 0.000
1 12 5 1.400 78.200 0.000 0.000 312.000 5.200 0.000
1 12 6 1.200 78.500 0.000 0.000 319.000 5.100 0.000
1 12 7 1.100 78.300 0.000 0.000 320.000 5.300 0.000
1 12 8 0.900 77.000 0.000 0.000 321.000 5.600 0.000
1 12 9 0.600 76.600 0.000 0.000 318.000 5.600 0.000
1 12 10 0.400 77.200 0.930 9.725 314.000 5.700 9.800
1 12 11 0.500 76.200 5.172 49.976 332.000 5.000 50.900
1 12 12 0.900 74.400 33.630 104.692 324.000 4.500 112.900
1 12 13 1.400 72.300 257.619 125.858 306.000 4.200 196.200
1 12 14 1.700 71.000 330.476 114.798 309.000 5.000 201.900
1 12 15 1.800 72.600 159.068 104.099 294.000 3.800 138.500
1 12 16 1.800 75.500 6.841 42.581 293.000 4.100 43.500
1 12 17 1.700 77.700 0.000 15.000 306.000 3.700 15.000
1 12 18 1.500 79.300 0.000 0.000 301.000 3.100 0.000
1 12 19 1.300 78.900 0.000 0.000 321.000 3.100 0.000
1 12 20 1.400 75.500 0.000 0.000 345.000 3.500 0.000
1 12 21 1.000 73.500 0.000 0.000 356.000 3.400 0.000
1 12 22 0.500 74.400 0.000 0.000 28.000 3.700 0.000
1 12 23 0.000 75.200 0.000 0.000 16.000 2.700 0.000
1 12 24 -0.400 75.400 0.000 0.000 343.000 1.600 0.000
1 13 1 -0.700 76.100 0.000 0.000 353.000 1.700 0.000
1 13 2 -0.600 76.200 0.000 0.000 8.000 0.900 0.000
1 13 3 -0.600 75.600 0.000 0.000 86.000 1.500 0.000
1 13 4 -0.700 76.200 0.000 0.000 261.000 1.000 0.000
1 13 5 -1.500 79.100 0.000 0.000 225.000 1.300 0.000
1 13 6 -2.400 83.600 0.000 0.000 232.000 1.700 0.000
1 13 7 -3.200 87.700 0.000 0.000 253.000 2.400 0.000
1 13 8 -3.700 90.300 0.000 0.000 263.000 2.000 0.000
1 13 9 -4.100 92.300 0.000 0.000 294.000 1.600 0.000
1 13 10 -4.000 93.400 4.313 21.242 270.000 1.700 21.600
1 13 11 -1.900 91.300 127.237 87.095 260.000 2.100 110.100
1 13 12 -0.700 84.000 458.032 93.859 258.000 2.900 206.800
1 13 13 0.200 75.700 588.141 87.769 229.000 3.700 250.000
1 13 14 0.500 71.600 670.148 74.146 217.000 5.100 252.800
1 13 15 1.100 69.300 763.524 51.431 227.000 4.500 219.000
1 13 16 1.000 68.800 461.072 52.216 234.000 3.500 115.700
1 13 17 0.700 70.400 0.000 26.300 248.000 3.400 26.300
1 13 18 -0.100 74.300 0.000 0.000 264.000 2.300 0.000
1 13 19 -0.100 77.800 0.000 0.000 210.000 2.500 0.000
1 13 20 -0.300 79.000 0.000 0.000 224.000 2.600 0.000
1 13 21 -0.400 80.200 0.000 0.000 212.000 2.400 0.000
1 13 22 -0.500 81.700 0.000 0.000 222.000 2.600 0.000
1 13 23 -0.700 83.400 0.000 0.000 209.000 3.100 0.000
1 13 24 -0.900 84.400 0.000 0.000 219.000 3.100 0.000
1 14 1 -1.200 85.000 0.000 0.000 226.000 2.800 0.000
1 14 2 -1.700 85.600 0.000 0.000 231.000 3.000 0.000
1 14 3 -2.100 86.800 0.000 0.000 218.000 3.000 0.000
1 14 4 -2.600 88.400 0.000 0.000 263.000 2.500 0.000
1 14 5 -2.400 89.700 0.000 0.000 211.000 2.600 0.000
1 14 6 -2.000 87.700 0.000 0.000 213.000 3.100 0.000
1 14 7 -2.300 85.300 0.000 0.000 233.000 3.100 0.000
1 14 8 -2.000 85.300 0.000 0.000 219.000 3.000 0.000
1 14 9 -2.200 85.100 0.000 0.000 232.000 3.100 0.000
1 14 10 -1.800 83.700 1.558 13.168 235.000 3.000 13.300
1 14 11 -1.000 79.600 4.159 46.038 219.000 3.500 46.800
1 14 12 -0.400 75.500 21.660 100.302 229.000 3.700 105.700
1 14 13 0.700 69.600 45.879 124.312 233.000 3.600 137.100
1 14 14 1.600 63.400 11.797 97.718 234.000 3.600 100.900
1 14 15 2.200 60.100 4.288 56.845 241.000 3.300 57.800
1 14 16 2.600 56.800 2.080 25.206 236.000 3.500 25.500
1 14 17 2.400 57.100 0.000 10.000 226.000 3.200 10.000
1 14 18 2.800 59.600 0.000 0.000 239.000 3.500 0.000
1 14 19 2.600 66.300 0.000 0.000 281.000 5.600 0.000
1 14 20 1.300 83.500 0.000 0.000 261.000 4.500 0.000
1 14 21 1.700 95.400 0.000 0.000 252.000 4.600 0.000
1 14 22 1.800 96.700 0.000 0.000 262.000 4.200 0.000
1 14 23 2.000 97.900 0.000 0.000 270.000 4.900 0.000
1 14 24 2.100 98.400 0.000 0.000 273.000 4.000 0.000
1 15 1 2.300 98.800 0.000 0.000 265.000 3.900 0.000
1 15 2 2.500 99.200 0.000 0.000 277.000 4.500 0.000
1 15 3 2.800 99.400 0.000 0.000 295.000 4.300 0.000
1 15 4 3.000 99.300 0.000 0.000 280.000 4.100 0.000
1 15 5 3.200 99.200 0.000 0.000 274.000 4.000 0.000
1 15 6 3.600 99.100 0.000 0.000 281.000 4.100 0.000
1 15 7 4.000 98.800 0.000 0.000 286.000 4.600 0.000
1 15 8 4.300 98.600 0.000 0.000 303.000 3.600 0.000
1 15 9 4.500 98.500 0.000 0.000 296.000 3.400 0.000
1 15 10 4.700 98.300 1.127 11.502 297.000 3.600 11.600
1 15 11 5.100 98.000 6.296 57.031 300.000 3.000 58.200
1 15 12 5.500 97.600 3.271 56.276 309.000 3.700 57.100
1 15 13 5.700 95.900 3.348 63.657 318.000 4.200 64.600
1 15 14 5.800 93.600 5.003 75.134 300.000 3.900 76.500
1 15 15 5.900 91.800 2.727 46.183 325.000 3.300 46.800
1 15 16 5.900 90.700 2.581 28.727 329.000 3.000 29.100
1 15 17 5.800 90.000 0.000 8.900 334.000 2.700 8.900
1 15 18 5.600 90.400 0.000 0.000 325.000 2.300 0.000
1 15 19 5.400 90.500 0.000 0.000 328.000 2.500 0.000
1 15 20 5.200 89.800 0.000 0.000 334.000 2.100 0.000
1 15 21 5.000 90.600 0.000 0.000 333.000 1.900 0.000
1 15 22 4.700 91.900 0.000 0.000 320.000 2.300 0.000
1 15 23 4.400 93.100 0.000 0.000 273.000 2.300 0.000
1 15 24 4.200 94.400 0.000 0.000 309.000 1.800 0.000
1 16 1 4.100 95.300 0.000 0.000 293.000 1.900 0.000
1 16 2 3.900 94.800 0.000 0.000 297.000 2.300 0.000
1 16 3 3.800 94.100 0.000 0.000 286.000 2.100 0.000
1 16 4 3.900 94.600 0.000 0.000 272.000 1.800 0.000
1 16 5 3.800 94.800 0.000 0.000 273.000 2.000 0.000
1 16 6 3.600 94.500 0.000 0.000 249.000 2.500 0.000
1 16 7 3.500 94.400 0.000 0.000 268.000 2.600 0.000
1 16 8 3.100 94.600 0.000 0.000 260.000 3.200 0.000
1 16 9 2.800 95.400 0.000 0.000 250.000 3.400 0.000
1 16 10 2.900 96.000 0.644 8.942 247.000 3.900 9.000
1 16 11 3.000 96.000 3.467 43.248 249.000 4.000 43.900
1 16 12 2.800 96.200 2.602 50.837 266.000 3.900 51.500
1 16 13 2.900 95.300 2.418 54.811 252.000 4.000 55.500
1 16 14 3.200 94.200 1.987 48.251 250.000 3.500 48.800
1 16 15 3.400 93.300 1.557 35.542 242.000 3.800 35.900
1 16 16 3.200 91.200 2.341 28.053 237.000 4.200 28.400
1 16 17 3.000 90.200 0.000 8.900 235.000 4.000 8.900
1 16 18 3.000 90.100 0.000 0.000 231.000 3.600 0.000
1 16 19 3.000 89.400 0.000 0.000 227.000 3.500 0.000
1 16 20 3.000 89.500 0.000 0.000 222.000 4.100 0.000
1 16 21 2.700 90.000 0.000 0.000 219.000 3.700 0.000
1 16 22 2.600 90.800 0.000 0.000 220.000 3.600 0.000
1 16 23 2.300 91.500 0.000 0.000 235.000 3.300 0.000
1 16 24 2.200 91.900 0.000 0.000 231.000 3.000 0.000
1 17 1 2.000 92.700 0.000 0.000 234.000 3.400 0.000
1 17 2 1.700 94.900 0.000 0.000 236.000 2.900 0.000
1 17 3 1.500 97.100 0.000 0.000 217.000 3.400 0.000
1 17 4 1.400 98.300 0.000 0.000 226.000 2.700 0.000
1 17 5 1.000 99.300 0.000 0.000 235.000 3.100 0.000
1 17 6 0.900 99.800 0.000 0.000 245.000 2.900 0.000
1 17 7 0.600 100.000 0.000 0.000 217.000 2.400 0.000
1 17 8 0.500 100.000 0.000 0.000 231.000 2.700 0.000
1 17 9 0.300 100.000 0.000 0.000 236.000 3.100 0.000
1 17 10 0.300 100.000 1.295 12.981 222.000 2.400 13.100
1 17 11 0.300 100.000 5.386 54.472 212.000 2.600 55.500
1 17 12 0.400 100.000 4.764 69.272 229.000 2.000 70.500
1 17 13 0.600 100.000 4.925 78.681 244.000 1.900 80.100
1 17 14 1.200 99.400 7.587 91.478 248.000 1.800 93.600
1 17 15 1.200 97.100 27.022 96.998 250.000 2.100 103.300
1 17 16 1.400 94.800 100.161 72.495 198.000 2.300 87.700
1 17 17 1.100 94.900 0.000 31.400 218.000 2.600 31.400
1 17 18 0.600 96.300 0.000 0.000 206.000 3.000 0.000
1 17 19 0.400 98.500 0.000 0.000 219.000 2.300 0.000
1 17 20 0.000 100.000 0.000 0.000 217.000 2.000 0.000
