# HOSTRADA weather file for IDA ICE
# Columns: Month Day Hour DryBulb_C RelHum_pct DirectNormal_W_m2 DiffuseHorizontal_W_m2 WindDir_deg WindSpeed_m_s GlobalHorizontal_W_m2
# Units: - - h degC % W/m2 W/m2 deg m/s W/m2
Month Day Hour DryBulb_C RelHum_pct DirectNormal_W_m2 DiffuseHorizontal_W_m2 WindDir_deg WindSpeed_m_s GlobalHorizontal_W_m2
4 13 17 21.600 42.400 17.464 212.725 206.000 5.700 222.600
4 13 18 20.700 45.200 1.458 65.252 247.000 5.300 65.900
4 13 19 20.200 48.400 46.521 130.072 270.000 5.400 144.100
4 13 20 20.100 50.200 620.565 40.979 231.000 4.700 132.200
4 13 21 18.900 52.900 0.000 33.000 263.000 2.300 33.000
4 13 22 16.700 61.300 0.000 0.000 206.000 2.100 0.000
4 13 23 16.400 68.300 0.000 0.000 216.000 2.400 0.000
4 13 24 17.100 66.900 0.000 0.000 253.000 2.800 0.000
4 14 1 16.300 67.500 0.000 0.000 243.000 2.100 0.000
4 14 2 15.500 72.200 0.000 0.000 228.000 2.000 0.000
4 14 3 12.900 78.600 0.000 0.000 213.000 1.900 0.000
4 14 4 12.100 86.800 0.000 0.000 263.000 1.700 0.000
4 14 5 10.600 91.900 0.000 0.000 252.000 1.300 0.000
4 14 6 9.700 94.900 0.000 0.000 226.000 1.700 0.000
4 14 7 9.200 96.500 0.000 0.000 261.000 1.500 0.000
4 14 8 9.400 97.100 0.555 10.238 214.000 1.400 10.300
4 14 9 11.700 95.900 29.779 109.498 208.000 1.300 117.500
4 14 10 14.300 85.500 359.962 166.658 262.000 1.400 316.200
4 14 11 16.600 71.400 457.314 194.080 240.000 2.500 442.300
4 14 12 17.400 65.300 477.958 223.318 265.000 3.000 530.200
4 14 13 17.800 63.900 292.377 302.219 243.000 2.400 508.800
4 14 14 18.500 59.900 360.578 293.406 247.000 3.500 557.300
4 14 15 19.400 54.000 175.208 329.302 239.000 3.200 454.800
4 14 16 19.400 50.900 96.446 303.359 238.000 2.700 367.100
4 14 17 20.100 46.200 839.654 104.930 184.000 2.500 583.100
4 14 18 20.200 41.500 856.270 80.725 166.000 1.000 464.600
4 14 19 20.300 39.300 917.373 55.407 236.000 1.600 335.800
4 14 20 19.600 40.100 953.497 28.495 20.000 1.800 172.700
4 14 21 17.600 47.400 0.000 31.900 25.000 2.000 31.900
4 14 22 15.100 56.800 0.000 0.000 76.000 2.800 0.000
4 14 23 14.200 63.900 0.000 0.000 105.000 2.600 0.000
4 14 24 13.700 67.800 0.000 0.000 85.000 2.800 0.000
4 15 1 13.500 70.400 0.000 0.000 77.000 3.900 0.000
4 15 2 14.700 69.300 0.000 0.000 72.000 4.100 0.000
4 15 3 14.900 69.500 0.000 0.000 82.000 5.200 0.000
4 15 4 14.600 73.200 0.000 0.000 86.000 4.300 0.000
4 15 5 14.600 73.900 0.000 0.000 86.000 4.600 0.000
4 15 6 14.300 74.200 0.000 0.000 90.000 4.700 0.000
4 15 7 13.100 76.800 0.000 0.000 85.000 4.600 0.000
4 15 8 12.600 80.700 3.237 25.718 80.000 4.100 26.100
4 15 9 13.400 80.700 87.674 125.070 77.000 3.800 149.100
4 15 10 15.800 74.900 303.512 178.048 88.000 4.600 305.700
4 15 11 18.600 65.700 518.815 179.552 95.000 4.700 463.700
4 15 12 21.100 56.700 646.711 171.647 114.000 6.100 589.900
4 15 13 21.100 51.600 305.328 300.510 129.000 6.800 517.600
4 15 14 21.200 51.700 108.307 339.374 126.000 7.100 419.100
4 15 15 21.500 52.000 48.760 312.074 137.000 6.100 347.200
4 15 16 21.100 51.900 4.569 171.462 127.000 6.300 174.500
4 15 17 20.400 54.200 1.741 91.902 125.000 7.000 92.900
4 15 18 19.900 56.200 3.301 99.407 139.000 5.800 100.900
4 15 19 19.200 58.700 8.891 102.346 135.000 5.900 105.100
4 15 20 18.200 63.800 5.839 45.192 121.000 5.700 46.100
4 15 21 17.900 68.500 0.000 6.900 116.000 5.500 6.900
4 15 22 16.900 71.200 0.000 0.000 115.000 5.500 0.000
4 15 23 15.900 74.500 0.000 0.000 126.000 5.500 0.000
4 15 24 15.600 76.000 0.000 0.000 135.000 4.900 0.000
4 16 1 15.300 76.600 0.000 0.000 133.000 3.700 0.000
4 16 2 14.800 79.000 0.000 0.000 129.000 3.200 0.000
4 16 3 14.100 81.800 0.000 0.000 137.000 2.700 0.000
4 16 4 13.200 85.400 0.000 0.000 141.000 2.800 0.000
4 16 5 12.300 89.900 0.000 0.000 184.000 2.500 0.000
4 16 6 13.100 92.100 0.000 0.000 236.000 3.100 0.000
4 16 7 12.800 92.200 0.000 0.000 246.000 2.000 0.000
4 16 8 12.800 92.300 3.576 28.258 261.000 2.000 28.700
4 16 9 13.900 90.700 82.582 126.928 231.000 2.300 150.000
4 16 10 15.900 85.200 300.668 180.517 244.000 1.600 308.500
4 16 11 18.100 74.400 506.840 184.157 237.000 2.200 464.200
4 16 12 19.500 65.700 662.157 167.809 227.000 1.900 599.100
4 16 13 20.800 60.700 735.507 159.929 207.000 2.300 686.100
4 16 14 22.200 54.800 815.960 141.537 193.000 2.400 745.600
4 16 15 23.500 50.200 860.855 129.470 162.000 2.100 753.100
4 16 16 24.300 45.900 877.465 118.007 163.000 2.500 704.900
4 16 17 25.100 42.300 875.397 101.968 99.000 3.100 607.400
4 16 18 25.500 40.500 887.888 80.396 133.000 3.200 485.500
4 16 19 25.900 38.000 813.473 60.257 119.000 3.800 315.500
4 16 20 24.200 39.100 608.160 45.311 107.000 3.000 142.400
4 16 21 22.300 45.500 0.000 21.400 83.000 3.400 21.400
4 16 22 20.600 53.500 0.000 0.000 67.000 3.700 0.000
4 16 23 20.500 59.500 0.000 0.000 78.000 4.700 0.000
4 16 24 20.500 60.300 0.000 0.000 90.000 4.400 0.000
4 17 1 19.500 61.000 0.000 0.000 88.000 4.000 0.000
4 17 2 18.200 63.900 0.000 0.000 87.000 4.000 0.000
4 17 3 17.700 67.000 0.000 0.000 86.000 4.200 0.000
4 17 4 17.000 69.400 0.000 0.000 85.000 4.100 0.000
4 17 5 16.300 72.000 0.000 0.000 87.000 4.100 0.000
4 17 6 15.600 75.000 0.000 0.000 93.000 3.200 0.000
4 17 7 15.200 77.600 0.000 0.000 90.000 2.900 0.000
4 17 8 14.600 80.500 3.931 30.893 87.000 2.300 31.400
4 17 9 15.700 78.900 43.580 121.596 88.000 2.800 134.000
4 17 10 17.600 70.900 107.340 198.272 140.000 2.800 244.500
4 17 11 19.200 62.900 301.998 235.896 147.000 3.000 404.200
4 17 12 21.400 56.000 575.533 196.421 184.000 3.100 573.900
4 17 13 23.100 50.000 716.251 166.913 168.000 3.900 682.400
4 17 14 24.100 46.200 789.999 149.193 193.000 2.700 737.300
4 17 15 25.100 44.500 539.576 230.962 150.000 3.300 624.000
4 17 16 25.500 44.100 295.085 286.481 117.000 2.300 485.000
4 17 17 24.400 46.200 428.154 215.135 296.000 3.700 464.000
4 17 18 22.700 51.200 519.235 150.462 303.000 4.500 389.400
4 17 19 22.200 54.900 404.114 121.080 312.000 4.400 249.500
4 17 20 21.100 58.700 224.294 73.459 321.000 4.000 110.200
4 17 21 18.900 65.600 0.000 20.800 312.000 3.600 20.800
4 17 22 17.900 71.900 0.000 0.000 311.000 3.800 0.000
4 17 23 16.800 75.800 0.000 0.000 300.000 3.600 0.000
4 17 24 15.900 79.000 0.000 0.000 290.000 2.900 0.000
4 18 1 15.300 81.300 0.000 0.000 301.000 2.600 0.000
4 18 2 14.700 83.500 0.000 0.000 289.000 2.700 0.000
4 18 3 14.300 85.900 0.000 0.000 298.000 2.700 0.000
4 18 4 13.700 88.400 0.000 0.000 231.000 3.300 0.000
4 18 5 13.400 91.300 0.000 0.000 257.000 3.000 0.000
4 18 6 13.800 92.500 0.000 0.000 264.000 2.100 0.000
4 18 7 13.600 92.200 0.000 0.000 225.000 3.400 0.000
4 18 8 13.200 94.600 0.065 4.191 252.000 2.600 4.200
4 18 9 12.600 96.900 1.674 45.515 245.000 3.600 46.000
4 18 10 12.300 97.000 1.269 59.647 258.000 4.000 60.200
4 18 11 11.800 95.700 1.310 78.164 268.000 4.100 78.900
4 18 12 11.600 93.700 2.477 125.864 268.000 3.500 127.500
4 18 13 11.600 92.600 2.146 128.547 268.000 3.600 130.100
4 18 14 12.000 90.300 3.640 172.475 281.000 3.800 175.200
4 18 15 12.300 86.600 4.194 180.928 257.000 3.200 184.000
4 18 16 12.400 84.200 2.610 132.334 254.000 3.700 134.100
4 18 17 12.000 83.800 2.531 112.719 272.000 3.900 114.200
4 18 18 11.900 84.200 1.750 74.488 259.000 4.500 75.300
4 18 19 11.700 84.700 5.732 92.656 290.000 4.200 94.500
4 18 20 11.500 86.100 1.968 28.570 289.000 3.400 28.900
4 18 21 11.400 87.700 0.000 4.100 304.000 3.700 4.100
4 18 22 11.100 90.500 0.000 0.000 287.000 3.600 0.000
4 18 23 10.600 94.000 0.000 0.000 297.000 3.700 0.000
4 18 24 10.100 95.700 0.000 0.000 294.000 4.000 0.000
4 19 1 9.500 97.200 0.000 0.000 279.000 4.000 0.000
4 19 2 9.200 98.200 0.000 0.000 277.000 3.700 0.000
4 19 3 9.100 97.700 0.000 0.000 266.000 2.500 0.000
4 19 4 8.800 97.500 0.000 0.000 270.000 2.500 0.000
4 19 5 8.800 97.200 0.000 0.000 280.000 2.500 0.000
4 19 6 8.800 97.100 0.000 0.000 265.000 2.500 0.000
4 19 7 8.700 97.000 0.000 0.000 259.000 1.600 0.000
4 19 8 8.600 97.500 0.054 3.992 249.000 3.000 4.000
4 19 9 8.700 98.000 0.553 26.737 211.000 4.700 26.900
4 19 10 8.600 97.800 2.149 78.253 225.000 3.800 79.200
4 19 11 8.900 96.900 2.982 118.310 235.000 3.500 120.000
4 19 12 9.500 93.800 4.257 165.371 234.000 3.000 168.200
4 19 13 10.000 89.500 3.688 168.815 244.000 3.500 171.500
4 19 14 9.100 87.500 1.377 107.264 212.000 3.700 108.300
4 19 15 9.500 86.400 0.954 87.498 187.000 3.400 88.200
4 19 16 8.900 87.500 0.816 74.845 215.000 3.300 75.400
4 19 17 8.600 91.400 1.273 80.750 217.000 2.800 81.500
4 19 18 9.200 92.000 7.313 146.878 226.000 2.700 150.300
4 19 19 9.300 89.600 6.099 96.313 219.000 4.600 98.300
4 19 20 9.500 86.300 33.455 71.044 218.000 2.800 76.800
4 19 21 9.600 84.700 0.000 16.100 203.000 2.100 16.100
4 19 22 9.500 86.000 0.000 0.000 174.000 2.200 0.000
4 19 23 9.300 87.700 0.000 0.000 171.000 2.100 0.000
4 19 24 9.100 89.000 0.000 0.000 181.000 2.100 0.000
4 20 1 8.300 90.200 0.000 0.000 169.000 1.700 0.000
4 20 2 6.900 93.500 0.000 0.000 159.000 1.400 0.000
4 20 3 6.100 97.900 0.000 0.000 134.000 1.600 0.000
4 20 4 5.700 99.400 0.000 0.000 125.000 2.000 0.000
4 20 5 5.400 99.400 0.000 0.000 120.000 1.700 0.000
4 20 6 5.200 99.300 0.000 0.000 116.000 2.200 0.000
4 20 7 4.800 99.300 0.000 0.000 125.000 1.500 0.000
4 20 8 5.500 99.600 3.221 31.433 144.000 1.300 31.900
4 20 9 6.600 99.700 86.951 136.423 149.000 1.300 162.500
4 20 10 8.600 99.600 340.506 181.379 138.000 1.500 333.000
4 20 11 12.100 86.100 547.294 178.392 171.000 1.500 491.000
4 20 12 14.500 67.900 707.003 157.371 172.000 2.400 630.400
4 20 13 15.600 58.300 801.611 142.923 184.000 2.300 729.900
4 20 14 17.200 55.100 854.089 135.623 200.000 2.300 781.700
4 20 15 17.900 49.600 892.094 130.513 258.000 1.500 790.700
4 20 16 19.000 43.000 909.014 122.892 298.000 1.400 744.800
4 20 17 19.400 40.300 915.988 107.267 195.000 2.000 650.100
4 20 18 19.900 39.300 891.757 83.165 152.000 1.700 503.800
4 20 19 19.900 39.100 487.530 112.495 4.000 1.100 273.200
4 20 20 19.700 40.200 406.982 66.716 189.000 1.400 138.400
4 20 21 17.800 48.200 0.000 22.600 156.000 1.000 22.600
4 20 22 14.900 63.900 0.000 0.000 327.000 1.100 0.000
4 20 23 13.300 77.400 0.000 0.000 32.000 1.100 0.000
4 20 24 12.400 82.600 0.000 0.000 36.000 1.000 0.000
4 21 1 12.000 86.000 0.000 0.000 112.000 0.800 0.000
4 21 2 12.400 87.800 0.000 0.000 136.000 1.000 0.000
4 21 3 12.400 88.000 0.000 0.000 205.000 2.200 0.000
4 21 4 13.200 89.200 0.000 0.000 214.000 2.800 0.000
4 21 5 13.000 92.300 0.000 0.000 285.000 2.100 0.000
4 21 6 12.800 96.500 0.000 0.000 233.000 1.000 0.000
4 21 7 12.000 98.500 0.000 0.000 157.000 1.500 0.000
4 21 8 12.600 98.900 0.050 4.093 175.000 1.900 4.100
4 21 9 13.500 98.300 0.991 36.898 204.000 1.900 37.200
4 21 10 14.000 96.800 5.710 129.231 182.000 1.500 131.800
4 21 11 14.900 90.000 8.495 187.710 197.000 1.900 192.600
4 21 12 15.800 83.500 258.854 294.310 238.000 2.000 468.600
4 21 13 17.000 77.900 145.631 339.373 217.000 1.900 446.600
4 21 14 17.200 73.200 33.715 313.965 195.000 2.900 339.600
4 21 15 17.500 70.200 44.997 318.331 230.000 2.900 351.800
4 21 16 18.100 62.000 136.727 317.252 242.000 3.300 411.300
4 21 17 18.200 55.900 33.621 246.151 251.000 2.400 266.200
4 21 18 18.200 52.100 28.461 191.868 253.000 2.300 205.400
4 21 19 18.100 49.900 12.419 117.758 226.000 2.500 121.900
4 21 20 18.000 52.100 51.010 78.208 156.000 2.800 87.400
4 21 21 17.200 60.000 0.000 11.000 174.000 2.700 11.000
4 21 22 15.000 74.700 0.000 0.000 166.000 2.100 0.000
4 21 23 13.500 86.100 0.000 0.000 194.000 1.900 0.000
4 21 24 12.500 91.900 0.000 0.000 196.000 2.200 0.000
4 22 1 11.400 96.000 0.000 0.000 196.000 2.000 0.000
4 22 2 10.500 98.200 0.000 0.000 199.000 1.800 0.000
4 22 3 9.900 99.000 0.000 0.000 228.000 2.000 0.000
4 22 4 10.200 98.400 0.000 0.000 273.000 1.700 0.000
4 22 5 10.100 98.400 0.000 0.000 252.000 2.000 0.000
4 22 6 10.100 97.900 0.000 0.000 278.000 1.800 0.000
4 22 7 10.100 97.100 0.000 0.000 278.000 1.500 0.000
4 22 8 11.000 96.900 0.181 8.072 311.000 2.700 8.100
4 22 9 12.700 92.700 1.626 47.896 257.000 1.900 48.400
4 22 10 13.400 86.600 4.114 111.130 331.000 2.000 113.000
4 22 11 14.200 81.100 252.430 254.570 345.000 1.900 401.000
4 22 12 15.500 74.800 514.950 221.825 273.000 3.200 570.700
4 22 13 16.700 66.700 646.406 194.887 288.000 2.200 673.400
4 22 14 17.800 59.600 143.854 352.076 229.000 2.800 462.000
4 22 15 17.400 57.800 4.863 198.365 248.000 2.900 202.000
4 22 16 17.200 60.000 9.705 232.289 229.000 2.700 239.000
4 22 17 17.000 61.200 8.108 193.335 254.000 3.600 198.200
4 22 18 17.300 60.600 93.239 218.622 262.000 3.100 263.300
4 22 19 17.600 59.700 415.762 126.236 240.000 3.200 266.500
4 22 20 17.400 57.900 286.364 78.748 244.000 2.600 131.500
4 22 21 16.500 60.300 0.000 37.800 288.000 2.400 37.800
4 22 22 14.100 71.800 0.000 0.000 269.000 1.900 0.000
4 22 23 13.400 81.800 0.000 0.000 294.000 2.200 0.000
4 22 24 11.700 86.800 0.000 0.000 278.000 1.900 0.000
4 23 1 10.800 92.400 0.000 0.000 274.000 1.700 0.000
4 23 2 10.400 95.300 0.000 0.000 286.000 2.200 0.000
4 23 3 10.600 96.000 0.000 0.000 260.000 1.700 0.000
4 23 4 9.900 95.600 0.000 0.000 269.000 1.500 0.000
4 23 5 9.700 96.900 0.000 0.000 272.000 1.600 0.000
4 23 6 9.100 98.200 0.000 0.000 328.000 1.400 0.000
4 23 7 8.800 98.600 0.000 0.000 325.000 2.000 0.000
4 23 8 8.600 98.600 4.235 39.721 36.000 1.100 40.400
4 23 9 11.100 97.200 76.998 141.680 71.000 0.600 165.900
4 23 10 13.500 89.900 260.338 200.246 79.000 1.600 319.800
4 23 11 15.300 78.700 268.814 253.202 64.000 0.800 410.300
4 23 12 16.800 67.800 322.392 281.958 88.000 1.100 501.700
4 23 13 17.700 60.000 243.101 328.491 48.000 1.100 509.400
4 23 14 17.900 57.700 134.021 353.787 98.000 1.300 456.700
4 23 15 18.000 56.900 86.293 340.982 75.000 1.700 405.800
4 23 16 17.500 57.500 13.017 247.352 348.000 2.200 256.400
4 23 17 17.200 62.100 59.989 266.092 40.000 3.700 302.300
4 23 18 17.200 65.700 161.827 221.659 33.000 3.600 299.800
4 23 19 17.300 64.900 177.683 155.878 63.000 3.800 216.500
4 23 20 16.800 66.100 232.387 83.663 50.000 3.100 127.400
4 23 21 16.500 68.800 0.000 21.700 51.000 3.400 21.700
4 23 22 14.400 72.300 0.000 0.000 47.000 3.700 0.000
4 23 23 13.600 78.400 0.000 0.000 56.000 3.400 0.000
4 23 24 13.400 80.200 0.000 0.000 52.000 3.800 0.000
4 24 1 12.800 79.500 0.000 0.000 60.000 3.600 0.000
4 24 2 12.100 81.100 0.000 0.000 56.000 3.200 0.000
4 24 3 11.600 81.100 0.000 0.000 58.000 2.800 0.000
4 24 4 10.500 80.100 0.000 0.000 32.000 2.500 0.000
4 24 5 10.700 80.600 0.000 0.000 26.000 3.000 0.000
4 24 6 10.200 82.100 0.000 0.000 36.000 3.100 0.000
4 24 7 9.800 84.100 0.000 0.000 28.000 3.100 0.000
4 24 8 10.700 80.600 0.301 11.050 47.000 3.500 11.100
4 24 9 11.300 76.000 3.409 71.112 47.000 4.100 72.200
4 24 10 12.300 73.500 69.087 206.963 46.000 4.000 239.000
4 24 11 13.600 68.600 215.466 264.162 36.000 4.600 391.000
4 24 12 15.000 61.900 301.909 288.803 40.000 5.000 495.800
4 24 13 16.300 52.600 448.685 268.081 42.000 5.500 603.700
4 24 14 17.700 46.400 742.484 168.223 39.000 5.800 741.100
4 24 15 18.000 46.000 652.366 196.046 34.000 5.000 688.400
4 24 16 17.600 45.000 388.461 269.508 33.000 4.600 540.900
4 24 17 18.400 44.400 705.461 142.483 45.000 4.900 570.800
4 24 18 17.300 46.900 648.973 127.170 37.000 4.500 442.900
4 24 19 16.900 50.900 449.713 123.466 42.000 4.800 278.600
4 24 20 16.000 55.200 325.885 79.174 18.000 4.600 141.800
4 24 21 15.200 58.500 0.000 31.000 16.000 4.500 31.000
4 24 22 14.400 61.300 0.000 0.000 19.000 3.900 0.000
4 24 23 13.500 64.800 0.000 0.000 19.000 4.200 0.000
4 24 24 12.500 69.600 0.000 0.000 21.000 4.200 0.000
4 25 1 11.200 76.300 0.000 0.000 12.000 4.700 0.000
4 25 2 9.800 82.700 0.000 0.000 21.000 4.000 0.000
4 25 3 9.400 86.600 0.000 0.000 13.000 4.300 0.000
4 25 4 9.300 88.000 0.000 0.000 26.000 4.500 0.000
4 25 5 9.300 87.700 0.000 0.000 20.000 4.200 0.000
4 25 6 9.400 87.600 0.000 0.000 27.000 3.900 0.000
4 25 7 9.200 88.100 0.000 0.000 27.000 4.500 0.000
4 25 8 9.100 88.200 0.137 7.677 29.000 4.200 7.700
4 25 9 9.300 86.300 1.874 53.693 29.000 4.000 54.300
4 25 10 8.900 84.400 5.239 128.747 32.000 4.400 131.200
4 25 11 9.700 82.300 35.952 246.386 32.000 3.800 267.700
4 25 12 10.400 77.600 377.431 269.129 15.000 3.300 529.400
4 25 13 12.800 69.400 576.419 222.865 0.000 3.200 656.200
4 25 14 14.600 60.100 718.194 177.167 25.000 3.600 733.900
4 25 15 16.000 46.300 839.769 137.751 53.000 3.400 774.500
4 25 16 16.500 33.500 881.948 123.066 73.000 4.200 742.300
4 25 17 17.000 29.800 878.666 107.034 53.000 4.200 643.600
4 25 18 17.000 30.400 895.974 86.774 49.000 3.900 525.900
4 25 19 17.100 31.800 906.580 62.469 85.000 3.700 378.600
4 25 20 16.300 33.800 918.871 35.607 27.000 3.700 215.800
4 25 21 14.900 39.000 0.000 65.300 40.000 3.900 65.300
4 25 22 13.800 46.200 0.000 0.000 34.000 4.300 0.000
4 25 23 12.400 51.200 0.000 0.000 18.000 4.200 0.000
4 25 24 11.100 56.600 0.000 0.000 40.000 3.700 0.000
4 26 1 10.000 61.500 0.000 0.000 44.000 3.100 0.000
4 26 2 9.300 65.200 0.000 0.000 39.000 3.600 0.000
4 26 3 8.200 68.900 0.000 0.000 53.000 3.300 0.000
4 26 4 7.500 72.600 0.000 0.000 77.000 3.000 0.000
4 26 5 7.000 75.900 0.000 0.000 73.000 2.900 0.000
4 26 6 6.800 78.700 0.000 0.000 83.000 3.400 0.000
4 26 7 6.500 78.800 0.000 1.000 95.000 3.600 1.000
4 26 8 6.500 77.900 12.714 61.877 88.000 3.600 64.100
4 26 9 7.700 72.400 227.746 146.182 100.000 4.100 221.000
4 26 10 9.500 62.800 463.736 165.697 84.000 4.700 384.800
4 26 11 11.200 53.600 631.879 160.602 89.000 4.400 537.800
4 26 12 12.600 46.900 767.349 143.470 82.000 4.200 675.600
4 26 13 13.800 42.100 845.087 136.067 83.000 3.900 774.500
4 26 14 14.000 38.900 886.279 136.624 76.000 5.500 826.800
4 26 15 14.700 37.900 912.278 137.313 60.000 5.000 832.200
4 26 16 15.400 36.900 930.085 129.673 60.000 5.100 785.900
4 26 17 15.300 35.100 936.663 113.668 57.000 4.900 688.900
4 26 18 15.400 34.400 943.802 92.070 57.000 5.200 558.000
4 26 19 15.100 34.200 951.770 66.281 53.000 4.300 401.700
4 26 20 14.500 34.300 968.595 38.280 61.000 4.900 232.000
4 26 21 13.300 37.100 0.000 72.100 69.000 3.900 72.100
4 26 22 11.700 42.200 0.000 0.000 66.000 3.000 0.000
4 26 23 10.200 48.700 0.000 0.000 67.000 3.100 0.000
4 26 24 10.700 51.800 0.000 0.000 66.000 3.900 0.000
4 27 1 9.800 51.300 0.000 0.000 63.000 3.800 0.000
4 27 2 8.800 52.800 0.000 0.000 75.000 3.900 0.000
4 27 3 7.100 56.900 0.000 0.000 81.000 3.000 0.000
4 27 4 5.600 63.300 0.000 0.000 82.000 2.700 0.000
4 27 5 5.100 68.200 0.000 0.000 85.000 3.000 0.000
4 27 6 5.500 68.900 0.000 0.000 89.000 3.500 0.000
4 27 7 4.800 69.400 0.000 2.000 94.000 3.700 2.000
4 27 8 5.400 68.900 14.982 65.409 101.000 3.800 68.100
4 27 9 6.600 64.400 239.351 146.994 98.000 3.500 226.700
4 27 10 8.900 57.900 478.434 163.717 102.000 3.500 391.800
4 27 11 12.100 49.100 648.846 156.565 87.000 4.100 546.500
4 27 12 13.600 42.500 775.776 141.676 100.000 4.400 682.600
4 27 13 15.000 38.800 851.461 135.468 116.000 4.400 781.800
4 27 14 15.700 35.400 889.828 137.560 115.000 4.100 833.600
4 27 15 16.600 33.900 916.625 138.583 100.000 4.100 839.900
4 27 16 17.000 32.100 935.779 131.092 113.000 3.800 794.500
4 27 17 17.800 29.500 942.291 114.989 116.000 3.600 696.900
4 27 18 18.200 28.000 952.234 93.555 119.000 3.600 567.000
4 27 19 17.900 26.100 954.618 67.172 110.000 3.300 407.100
4 27 20 17.300 26.600 975.219 39.286 108.000 3.300 238.100
4 27 21 15.600 32.200 0.000 77.000 119.000 3.000 77.000
4 27 22 12.600 41.500 0.000 0.000 99.000 2.500 0.000
4 27 23 11.000 49.900 0.000 0.000 94.000 3.200 0.000
4 27 24 9.900 57.700 0.000 0.000 107.000 3.400 0.000
4 28 1 9.500 63.500 0.000 0.000 122.000 2.900 0.000
4 28 2 8.000 65.400 0.000 0.000 113.000 2.700 0.000
4 28 3 6.800 69.000 0.000 0.000 102.000 2.600 0.000
4 28 4 6.000 74.200 0.000 0.000 96.000 2.000 0.000
4 28 5 5.400 78.800 0.000 0.000 89.000 2.000 0.000
4 28 6 5.000 81.400 0.000 0.000 87.000 2.100 0.000
4 28 7 4.600 83.800 0.000 2.000 82.000 2.100 2.000
4 28 8 5.900 85.100 14.952 67.045 97.000 1.900 69.800
4 28 9 8.500 76.700 225.682 150.150 109.000 1.900 226.300
4 28 10 11.100 62.900 469.378 167.075 121.000 1.300 392.800
4 28 11 14.700 50.600 637.338 160.770 77.000 1.600 546.300
4 28 12 16.700 40.500 765.786 145.087 91.000 2.300 681.900
4 28 13 17.900 33.300 846.394 136.811 54.000 2.100 782.300
4 28 14 18.400 30.400 885.290 137.685 35.000 2.200 833.200
4 28 15 19.300 28.400 911.226 138.369 47.000 1.500 838.600
4 28 16 20.100 26.000 927.774 130.581 354.000 1.800 791.400
4 28 17 20.900 25.100 934.885 114.708 196.000 1.600 695.200
4 28 18 21.100 23.000 942.783 93.274 159.000 1.700 565.300
4 28 19 21.300 22.300 942.189 66.974 145.000 1.200 405.900
4 28 20 20.700 26.100 954.825 39.188 331.000 2.000 237.500
4 28 21 19.000 29.200 1225.938 13.316 342.000 2.300 80.700
4 28 22 15.900 36.500 0.000 0.000 160.000 2.700 0.000
4 28 23 13.100 49.300 0.000 0.000 292.000 1.300 0.000
4 28 24 11.400 56.400 0.000 0.000 284.000 1.800 0.000
4 29 1 10.100 63.500 0.000 0.000 272.000 1.600 0.000
4 29 2 9.100 70.900 0.000 0.000 259.000 1.800 0.000
4 29 3 8.100 78.300 0.000 0.000 294.000 1.700 0.000
4 29 4 7.800 84.000 0.000 0.000 241.000 2.000 0.000
4 29 5 7.200 86.800 0.000 0.000 273.000 2.100 0.000
4 29 6 7.300 87.600 0.000 0.000 279.000 2.300 0.000
4 29 7 7.600 85.600 0.000 1.900 284.000 2.500 1.900
4 29 8 9.200 81.000 11.028 64.918 309.000 2.400 67.000
4 29 9 12.500 70.700 176.903 155.644 321.000 1.600 216.100
4 29 10 15.500 58.500 388.940 186.266 290.000 2.300 374.900
4 29 11 17.000 52.600 432.136 221.930 313.000 3.100 485.000
4 29 12 17.300 52.300 374.859 274.957 302.000 3.400 539.100
4 29 13 19.000 49.300 712.688 176.102 281.000 4.100 722.100
4 29 14 20.000 45.000 823.594 146.295 304.000 3.800 796.100
4 29 15 20.400 44.300 818.309 144.386 279.000 3.800 775.900
4 29 16 21.500 42.800 881.601 125.183 281.000 3.400 756.000
4 29 17 21.700 41.700 894.726 110.369 297.000 4.800 668.900
4 29 18 22.000 42.700 885.644 88.340 335.000 4.100 534.800
4 29 19 21.800 43.700 821.621 67.590 301.000 4.300 366.100
4 29 20 21.400 46.000 788.782 41.781 307.000 3.900 208.600
4 29 21 20.500 49.900 942.130 11.531 304.000 3.500 67.100
4 29 22 18.600 55.900 0.000 0.000 1.000 3.100 0.000
4 29 23 16.900 62.700 0.000 0.000 10.000 2.800 0.000
4 29 24 15.400 69.000 0.000 0.000 7.000 2.700 0.000
4 30 1 14.500 73.300 0.000 0.000 12.000 1.900 0.000
4 30 2 12.800 78.300 0.000 0.000 9.000 1.400 0.000
4 30 3 11.800 85.100 0.000 0.000 15.000 1.600 0.000
4 30 4 11.100 88.500 0.000 0.000 346.000 1.000 0.000
4 30 5 10.000 91.700 0.000 0.000 9.000 0.700 0.000
4 30 6 9.600 95.200 0.000 0.000 278.000 1.200 0.000
4 30 7 9.300 97.100 0.000 3.000 265.000 1.400 3.000
4 30 8 10.100 97.100 6.286 57.585 312.000 1.700 58.800
4 30 9 13.300 93.100 85.926 156.470 299.000 1.500 186.200
4 30 10 15.500 81.600 358.876 194.009 307.000 1.800 369.500
4 30 11 17.200 69.500 529.347 194.751 287.000 2.000 519.000
4 30 12 18.600 64.200 530.001 224.943 302.000 3.300 600.300
4 30 13 19.500 60.600 484.583 261.306 304.000 3.700 634.200
