time,value_mean,value_min,value_max,cell_count
2019-08-04 19:00:00,19.93128712871287,19.1,21.5,1515
2019-08-04 20:00:00,18.661254125412544,17.2,20.400000000000002,1515
2019-08-04 21:00:00,17.314785478547854,16.0,19.5,1515
2019-08-04 22:00:00,16.099009900990097,15.100000000000001,18.6,1515
2019-08-04 23:00:00,15.494719471947194,14.3,18.1,1515
2019-08-05 00:00:00,14.283234323432344,13.0,17.2,1515
2019-08-05 01:00:00,13.954983498349836,12.200000000000001,16.900000000000002,1515
2019-08-05 02:00:00,13.731155115511552,12.200000000000001,16.900000000000002,1515
2019-08-05 03:00:00,13.221518151815182,11.5,16.5,1515
2019-08-05 04:00:00,13.12039603960396,11.200000000000001,16.2,1515
2019-08-05 05:00:00,15.324488448844885,13.5,18.0,1515
2019-08-05 06:00:00,17.521254125412543,16.3,19.8,1515
2019-08-05 07:00:00,19.543894389438947,18.6,21.3,1515
2019-08-05 08:00:00,21.208250825082512,20.6,22.5,1515
2019-08-05 09:00:00,22.457821782178222,21.6,23.200000000000003,1515
2019-08-05 10:00:00,22.973399339933998,21.8,23.400000000000002,1515
2019-08-05 11:00:00,23.283036303630364,22.3,23.700000000000003,1515
2019-08-05 12:00:00,23.86825082508251,23.400000000000002,24.5,1515
2019-08-05 13:00:00,24.39280528052805,23.1,24.900000000000002,1515
2019-08-05 14:00:00,24.033663366336633,23.400000000000002,24.5,1515
2019-08-05 15:00:00,24.093861386138617,23.6,24.6,1515
2019-08-05 16:00:00,24.164752475247525,23.5,24.900000000000002,1515
2019-08-05 17:00:00,23.772145214521455,22.900000000000002,24.8,1515
2019-08-05 18:00:00,23.096237623762377,22.1,24.5,1515
2019-08-05 19:00:00,22.14125412541254,21.1,23.8,1515
2019-08-05 20:00:00,21.336105610561056,20.200000000000003,23.1,1515
2019-08-05 21:00:00,20.751155115511555,19.5,22.700000000000003,1515
2019-08-05 22:00:00,19.43656765676568,18.2,21.6,1515
2019-08-05 23:00:00,19.340660066006603,18.400000000000002,21.3,1515
2019-08-06 00:00:00,18.477557755775578,17.5,20.400000000000002,1515
2019-08-06 01:00:00,17.9396699669967,16.900000000000002,20.0,1515
2019-08-06 02:00:00,17.401122112211223,16.2,19.400000000000002,1515
2019-08-06 03:00:00,16.423102310231023,15.5,18.5,1515
2019-08-06 04:00:00,16.38039603960396,15.4,18.5,1515
2019-08-06 05:00:00,17.61828382838284,16.7,19.5,1515
2019-08-06 06:00:00,19.243696369636965,18.400000000000002,20.900000000000002,1515
2019-08-06 07:00:00,20.77795379537954,20.200000000000003,22.0,1515
2019-08-06 08:00:00,23.030627062706273,22.5,24.400000000000002,1515
2019-08-06 09:00:00,24.977557755775578,24.6,26.0,1515
2019-08-06 10:00:00,25.960330033003302,25.6,26.5,1515
2019-08-06 11:00:00,26.44805280528053,25.8,27.0,1515
2019-08-06 12:00:00,27.321914191419143,26.8,27.900000000000002,1515
2019-08-06 13:00:00,27.796699669966998,26.1,28.700000000000003,1515
2019-08-06 14:00:00,22.10580858085809,21.0,24.0,1515
2019-08-06 15:00:00,23.72772277227723,23.3,25.6,1515
2019-08-06 16:00:00,23.92046204620462,23.6,24.700000000000003,1515
2019-08-06 17:00:00,23.937227722772278,23.200000000000003,24.900000000000002,1515
2019-08-06 18:00:00,23.43795379537954,22.1,24.700000000000003,1515
2019-08-06 19:00:00,22.061584158415844,20.3,23.700000000000003,1515
2019-08-06 20:00:00,20.444752475247526,19.1,22.200000000000003,1515
2019-08-06 21:00:00,19.763102310231023,18.8,21.700000000000003,1515
2019-08-06 22:00:00,19.47689768976898,18.7,21.5,1515
2019-08-06 23:00:00,18.602838283828383,17.6,20.6,1515
2019-08-07 00:00:00,17.96792079207921,17.2,19.900000000000002,1515
2019-08-07 01:00:00,17.166072607260727,15.8,19.200000000000003,1515
2019-08-07 02:00:00,17.015709570957096,16.2,19.0,1515
2019-08-07 03:00:00,16.894851485148514,16.1,18.8,1515
2019-08-07 04:00:00,17.126402640264025,16.2,19.0,1515
2019-08-07 05:00:00,17.922046204620464,17.0,19.6,1515
2019-08-07 06:00:00,18.943762376237625,18.0,20.400000000000002,1515
2019-08-07 07:00:00,20.91815181518152,20.3,22.0,1515
2019-08-07 08:00:00,22.95089108910891,22.5,23.8,1515
2019-08-07 09:00:00,24.862046204620462,24.3,25.6,1515
2019-08-07 10:00:00,25.123234323432346,24.3,25.6,1515
2019-08-07 11:00:00,24.044026402640267,23.1,24.900000000000002,1515
2019-08-07 12:00:00,23.857029702970298,21.8,25.700000000000003,1515
2019-08-07 13:00:00,23.097755775577557,21.3,24.700000000000003,1515
2019-08-07 14:00:00,24.109042904290433,23.1,24.8,1515
2019-08-07 15:00:00,23.843894389438944,23.200000000000003,24.6,1515
2019-08-07 16:00:00,23.324158415841588,22.6,23.900000000000002,1515
2019-08-07 17:00:00,22.92970297029703,22.1,23.700000000000003,1515
2019-08-07 18:00:00,22.435643564356436,21.5,23.400000000000002,1515
2019-08-07 19:00:00,21.46600660066007,20.400000000000002,22.700000000000003,1515
2019-08-07 20:00:00,20.70118811881188,19.5,22.1,1515
2019-08-07 21:00:00,19.632541254125414,18.400000000000002,21.200000000000003,1515
2019-08-07 22:00:00,19.064818481848185,17.8,21.1,1515
2019-08-07 23:00:00,17.68072607260726,16.400000000000002,19.400000000000002,1515
2019-08-08 00:00:00,16.848910891089112,15.9,18.8,1515
2019-08-08 01:00:00,16.855907590759077,15.5,18.7,1515
2019-08-08 02:00:00,16.254389438943896,14.8,18.3,1515
2019-08-08 03:00:00,15.411815181518152,14.200000000000001,17.5,1515
2019-08-08 04:00:00,14.817161716171617,13.700000000000001,17.0,1515
2019-08-08 05:00:00,15.881650165016502,15.100000000000001,17.8,1515
2019-08-08 06:00:00,17.47742574257426,16.5,19.3,1515
2019-08-08 07:00:00,19.280330033003303,18.400000000000002,20.6,1515
2019-08-08 08:00:00,21.6,20.8,22.5,1515
2019-08-08 09:00:00,23.0976897689769,22.6,23.900000000000002,1515
2019-08-08 10:00:00,23.883300330033006,23.200000000000003,25.0,1515
2019-08-08 11:00:00,24.859273927392742,24.0,25.900000000000002,1515
2019-08-08 12:00:00,25.531749174917497,24.8,26.400000000000002,1515
2019-08-08 13:00:00,26.051155115511552,25.5,26.8,1515
2019-08-08 14:00:00,26.39828382838284,25.900000000000002,27.200000000000003,1515
2019-08-08 15:00:00,26.31716171617162,25.5,27.3,1515
2019-08-08 16:00:00,26.10996699669967,25.400000000000002,27.0,1515
2019-08-08 17:00:00,25.054917491749176,24.400000000000002,26.3,1515
2019-08-08 18:00:00,24.213663366336636,23.400000000000002,25.900000000000002,1515
2019-08-08 19:00:00,21.659669966996702,20.6,23.6,1515
2019-08-08 20:00:00,19.723432343234325,18.8,22.3,1515
2019-08-08 21:00:00,18.183564356435646,16.900000000000002,21.0,1515
2019-08-08 22:00:00,16.965940594059408,15.600000000000001,19.900000000000002,1515
2019-08-08 23:00:00,16.064092409240924,14.9,19.5,1515
